ax,ay,az,gx,gy,gz,thetaG,phiG,thetaA,phiA,theta,phi
-0.1516113281,-0.4274902343,0.6567382812,-19.1450386047,76.6106872558,31.9312973022,-3.2366414070,3.7175574302,31.9312973022,10.9501037597,-6.6817779541,3.9173173904
-0.3103027343,-0.2673339843,0.7265625000,-33.0000000000,114.9542007446,46.7175559997,-4.8866415023,9.4652671813,46.7175559997,21.8415431976,-8.5390329360,9.9085578918
-0.3710937500,-0.2792968750,0.8605957031,-107.1679382324,192.3435058593,70.3358764648,-10.2450389862,19.0824432373,70.3358764648,22.3008308410,-13.9513769149,19.5812358856
-0.6044921875,-0.4816894531,0.9707031250,-61.1297721862,212.7709960937,84.8320617675,-13.3015279769,29.7209930419,84.8320617675,29.1541614532,-17.1245536804,30.1984748840
-0.7766113281,-0.3164062500,0.9816894531,-47.3664131164,181.4427490234,74.6335906982,-15.6698484420,38.7931289672,74.6335906982,36.9780540466,-19.3867321014,39.2247619628
-0.7917480468,-0.4440917968,0.7348632812,-49.2900772094,113.7633590698,65.0229034423,-18.1343517303,44.4812965393,65.0229034423,42.6794204711,-21.8611717224,44.8682594299
-0.8012695312,-0.4306640625,0.5690917968,-57.0000000000,166.5954132080,112.4122161865,-20.9843521118,52.8110656738,112.4122161865,48.3090362548,-24.6902103424,53.1002464294
-0.8332519531,-0.3288574218,0.4311523437,3.4885497093,212.1450347900,131.7175598144,-20.8099250793,63.4183197021,131.7175598144,56.9451904296,-24.4118041992,63.5722541809
-1.0666503906,-0.2011718750,0.2207031250,41.6946563720,-250.1374053955,202.8244323730,-18.7251930236,50.9114494323,202.8244323730,74.3593444824,-22.0898113250,51.5312652587
-1.1520996093,0.0612792968,0.0515136718,33.8015251159,155.1374053955,151.3969421386,-17.0351161956,58.6683197021,151.3969421386,86.0251235961,-19.9309062957,59.8228759765
-1.0446777343,-0.1252441406,-0.0974121093,74.5725173950,215.3664093017,223.3511505126,-13.3064899444,69.4366378784,223.3511505126,81.3638458251,-16.0143795013,70.8066482543
-0.9802246093,0.1752929687,-0.2792968750,75.5648880004,184.0915985107,247.6183166503,-9.5282459259,78.6412200927,247.6183166503,71.4069900512,-11.7962427139,79.8391494750
-0.7246093750,0.2404785156,-0.5842285156,177.5038146972,190.1068725585,250.1297760009,-0.6530551910,88.1465606689,250.1297760009,48.9148902893,-2.5729100704,88.5358963012
-0.7873535156,0.1745605468,-0.5861816406,169.4045867919,28.3358783721,250.1297760009,7.8171739578,89.5633544921,250.1297760009,52.1597213745,5.9810461997,89.1968383789
-0.2536621093,0.0512695312,-1.0136718750,150.2748107910,2.5801527500,237.5954132080,15.3309144973,89.6923599243,237.5954132080,14.0320043563,13.2810707092,87.8199691772
-0.3666992187,0.2495117187,-1.0283203125,20.7557258605,-25.7022895812,131.6946563720,16.3687000274,88.4072418212,131.6946563720,19.1134929656,14.2899503707,85.1864242553
-0.1364746093,0.1154785156,-1.0073242187,44.3206100463,-50.0305328369,123.7862625122,18.5847301483,85.9057159423,123.7862625122,7.6659798622,16.3054828643,81.1845245361
-0.0654296875,0.0700683593,-1.8913574218,-70.7175598144,-54.5419845581,96.7480926513,15.0488519668,83.1786193847,96.7480926513,1.9799450874,12.5566205978,76.9278793334
-0.2336425781,0.1601562500,-0.8046875000,61.0228996276,42.2213745117,32.7328262329,18.0999965667,85.2896881103,32.7328262329,15.8951807022,15.5120248794,77.7760696411
-0.3054199218,0.3708496093,-0.7751464843,20.0687026977,-6.3664121627,45.7022895812,19.1034317016,84.9713668823,45.7022895812,19.5668582916,16.6650466918,76.2999267578
0.0209960937,0.1962890625,-1.2724609375,9.2442750930,46.2595405578,-45.0992355346,19.5656452178,87.2843475341,-45.0992355346,-0.9342680931,16.9600772857,77.0219650268
-0.0078125000,0.4477539062,-0.9870605468,-11.8091602325,7.2213740348,98.0229034423,18.9751873016,87.6454162597,98.0229034423,0.4129793643,16.5302162170,75.8436355590
-0.0129394531,0.2309570312,-1.0278320312,-1.3587785959,10.2137403488,81.8091583251,18.9072475433,88.1561050415,81.8091583251,0.7037174701,16.3862953186,74.8413162231
0.0720214843,0.2563476562,-1.0507812500,22.6946563720,1.4656488895,63.5343513488,20.0419807434,88.2293853759,63.5343513488,-3.8095874786,17.4441909790,73.3401107788
0.0019531250,0.2119140625,-0.8493652343,-125.3053436279,-42.3435096740,-12.7557249069,13.7767133712,86.1122131347,-12.7557249069,-0.1278334140,11.2355270385,69.7959289550
0.2167968750,-0.7358398437,-0.9440917968,-29.0687026977,38.7786254882,-35.0305328369,12.3232784271,88.0511474609,-35.0305328369,-10.2660837173,8.8420124053,70.0948486328
0.0410156250,0.2502441406,-1.1789550781,9.4122133255,13.6793889999,9.4045801162,12.7938890457,88.7351150512,9.4045801162,-1.9491163253,9.3659038543,69.3242645263
-0.0075683593,0.0944824218,-1.0617675781,10.9465646743,9.4122133255,-2.4274809360,13.3412170410,89.2057266235,-2.4274809360,0.4067944049,9.8166675567,68.4071121215
-0.0019531250,0.1899414062,-1.0068359375,9.2137403488,-9.0076332092,-29.0916023254,13.8019037246,88.7553482055,-29.0916023254,0.1092193603,10.2854747772,66.5997848510
0.0952148437,0.0458984375,-1.0205078125,-0.6946564674,-8.1679391860,-31.1908397674,13.7671709060,88.3469543457,-31.1908397674,-5.3249950408,10.0970096588,64.7610626220
0.0568847656,0.1445312500,-1.0664062500,-19.8320617675,9.4122133255,-3.7251908779,12.7755680084,88.8175659179,-3.7251908779,-3.0257942676,9.0774488449,63.8665237426
0.0463867187,0.1098632812,-1.0244140625,-6.8473281860,6.9312977790,6.9923663139,12.4332017898,89.1641311645,6.9923663139,-2.5778896808,8.6826820373,62.8772697448
0.0334472656,0.0654296875,-1.0187988281,-4.9312977790,-0.8167939186,-13.3206110000,12.1866369247,89.1232910156,-13.3206110000,-1.8764877319,8.3408479690,61.5421714782
0.0556640625,0.0634765625,-1.0222167968,1.7175573348,-11.9007635116,-23.8854961395,12.2725143432,88.5282516479,-23.8854961395,-3.1109404563,8.3291530609,59.6659736633
0.0541992187,0.1389160156,-1.0158691406,-9.6335878372,4.0152673721,-7.5038166046,11.7908353805,88.7290115356,-7.5038166046,-3.0258743762,7.8460388183,58.6088867187
0.0141601562,0.1369628906,-1.0080566406,-5.5114502906,-2.1603052616,-4.6030535697,11.5152626037,88.6209945678,-4.6030535697,-0.7974541187,7.5737881660,57.3149032592
-0.0131835937,0.1464843750,-1.0070800781,-2.6259541511,-3.9083969116,-19.6106872558,11.3839645385,88.4255752563,-19.6106872558,0.7422017097,7.4591450691,55.9919395446
0.0205078125,0.1911621093,-1.0637207031,3.3893129825,-5.5343513488,-2.7022900581,11.5534305572,88.1488571166,-2.7022900581,-1.0870766639,7.6797599792,54.5791778564
0.0495605468,0.1162109375,-0.9865722656,8.2290077209,-5.4580154418,4.4045801162,11.9648809432,87.8759536743,4.4045801162,-2.8561279296,8.0635795593,53.1630325317
-0.0131835937,0.1264648437,-1.0561523437,14.6564884185,-2.4732823371,1.6335878372,12.6977052688,87.7522888183,1.6335878372,0.7100948333,8.7570285797,51.9927825927
0.0339355468,0.0578613281,-1.0468750000,14.1297712326,-5.0763359069,-12.0305347442,13.4041938781,87.4984741210,-12.0305347442,-1.8538249969,9.3374853134,50.6671104431
-0.0114746093,0.0791015625,-1.0319824218,29.4885501861,-20.8549613952,-17.3053436279,14.8786211013,86.4557266235,-17.3053436279,0.6351823806,10.6833324432,48.6445808410
-0.0676269531,0.0620117187,-1.0012207031,12.8091602325,-29.1832065582,-15.5496187210,15.5190792083,84.9965667724,-15.5496187210,3.8567776679,11.1680374145,46.3188514709
-0.0644531250,0.0563964843,-1.0712890625,-8.3206110000,-17.3358783721,3.5190839767,15.1030483245,84.1297760009,3.5190839767,3.4382486343,10.5971269607,44.6117820739
-0.1342773437,0.1384277343,-1.0891113281,-32.1832046508,-7.0610685348,4.2061066627,13.4938879013,83.7767257690,4.2061066627,6.9730305671,8.9520015716,43.5130157470
-0.0895996093,-0.3532714843,-0.6972656250,-5.8473281860,21.8549613952,21.3358783721,13.2015218734,84.8694763183,21.3358783721,6.5391879081,7.9528331756,43.8444328308
-0.1022949218,-0.0158691406,-0.9665527343,29.3511447906,-24.6564884185,-41.5496177673,14.6690788269,83.6366500854,-41.5496177673,6.0405907630,9.2132740020,41.8801879882
-0.0783691406,-0.0368652343,-1.0266113281,11.4274806976,-20.7328243255,-25.9923667907,15.2404527664,82.6000061035,-25.9923667907,4.3625607490,9.5479421615,40.1139259338
-0.0563964843,0.1159667968,-1.0231933593,-15.0381679534,-17.3129768371,-13.3129768371,14.4885444641,81.7343597412,-13.3129768371,3.1348137855,8.7492427825,38.5260047912
-0.1721191406,-0.0043945312,-0.9841308593,-22.1526718139,-27.4427490234,-31.6259536743,13.3809108734,80.3622207641,-31.6259536743,9.9202871322,7.4837365150,36.6091957092
-0.1147460937,0.0725097656,-0.9987792968,2.3740458488,-10.2824430465,-37.8702278137,13.4996128082,79.8480987548,-37.8702278137,6.5367150306,7.5328955650,35.5039062500
-0.1242675781,0.0473632812,-0.9855957031,2.8702289581,-3.9770992279,2.9847328186,13.6431245803,79.6492462158,2.9847328186,7.1779489517,7.5774722099,34.7425079345
-0.0842285156,-0.0952148437,-1.0246582031,6.5954198837,31.2137413024,-26.5343513488,13.9728956222,81.2099304199,-26.5343513488,4.6791691780,7.6432757377,35.6707153320
-0.3857421875,-0.0625000000,-1.0227050781,1.7786259651,45.5190849304,-58.5877876281,14.0618267059,83.4858856201,-58.5877876281,20.6301517486,7.5121102333,37.6003379821
-0.1337890625,0.1411132812,-1.0744628906,-49.6259536743,-14.5190839767,9.3893127441,11.5805292129,82.7599334716,9.3893127441,7.0379519462,5.0787034034,36.2776527404
-0.0773925781,0.1921386718,-1.0695800781,-10.3511447906,-28.4732818603,25.5725193023,11.0629720687,81.3362731933,25.5725193023,4.0736088752,4.6730828285,34.2383804321
-0.0041503906,0.1269531250,-1.1481933593,-20.9312973022,74.2977066040,71.6335906982,10.0164070129,85.0511550903,71.6335906982,0.2058524847,3.6801753044,37.1983184814
0.0971679687,-0.0715332031,-0.9270019531,-4.3435115814,88.4427490234,97.3511428833,9.7992315292,89.4732894897,97.3511428833,-5.9662609100,3.3059678077,40.6687240600
0.1472167968,0.1699218750,-1.0041503906,-27.0458011627,3.5190839767,8.6030530929,8.4469413757,89.6492462158,8.6030530929,-8.2253179550,2.1047015190,39.8632774353
0.1401367187,0.1406250000,-1.0852050781,-8.1450386047,37.4351158142,-11.1908397674,8.0396890640,91.5210037231,-11.1908397674,-7.2977547645,1.8099669456,40.7543792724
0.1538085937,0.2014160156,-1.1398925781,-14.5877866744,33.0610694885,-46.1221389770,7.3102998733,93.1740570068,-46.1221389770,-7.5687947273,1.2576137781,41.4079093933
0.0859375000,0.1811523437,-0.7734375000,-26.1145038604,15.2213745117,-58.9771003723,6.0045747756,93.9351272583,-58.9771003723,-6.1744384765,0.2149348497,41.2021102905
0.0947265625,0.1166992187,-0.8803710937,-22.0229015350,-9.3435115814,9.7786254882,4.9034295082,93.4679489135,9.7786254882,-6.0884566307,-0.7183242797,39.7984695434
0.0769042968,0.2150878906,-1.0490722656,-13.5496187210,-24.6564884185,9.4732828140,4.2259483337,92.2351226806,9.4732828140,-4.1075382232,-1.1367607116,37.7121810913
0.0083007812,0.3144531250,-0.9323730468,0.1755725145,-25.3664131164,1.6946564674,4.2347269058,90.9668045043,1.6946564674,-0.4833355426,-0.7326912879,35.7053146362
0.0988769531,0.2629394531,-0.9035644531,-7.2137403488,-12.9694652557,-5.8854961395,3.8740398406,90.3183288574,-5.8854961395,-5.9981408119,-0.7488334655,34.2357406616
0.1765136718,0.1308593750,-1.1562500000,-18.5343513488,-17.6335868835,-1.4122137069,2.9473223686,89.4366531372,-1.4122137069,-8.6255578994,-1.5143665313,32.5144691467
0.0102539062,0.2128906250,-0.9121093750,-4.7404580116,1.6335878372,-6.2137403488,2.7102994918,89.5183334350,-6.2137403488,-0.6272331237,-1.4536197185,31.9316825866
0.0473632812,0.1865234375,-0.9582519531,-9.2824430465,-20.9770984649,-35.3969459533,2.2461774349,88.4694747924,-35.3969459533,-2.7775952816,-1.6593518257,30.2096195220
0.0239257812,0.3273925781,-1.0476074218,9.5954198837,-3.4427480697,1.8244275093,2.7259483337,88.2973403930,1.8244275093,-1.2487815618,-0.8089785575,29.4117565155
-0.0129394531,0.2238769531,-0.9868164062,-11.6488552093,-9.7786254882,2.0687022209,2.1435055732,87.8084106445,2.0687022209,0.7326225757,-1.1079699993,28.3590202331
-0.0014648437,0.3452148437,-1.0427246093,-16.6030540466,-28.8167934417,-15.7099237442,1.3133528232,86.3675689697,-15.7099237442,0.0764116191,-1.5329975128,26.3813457489
0.0234375000,0.3278808593,-1.0346679687,-6.8320612907,-20.3969459533,7.8473281860,0.9717497825,85.3477249145,7.8473281860,-1.2370456457,-1.4855306148,24.8295288085
-0.0134277343,0.2512207031,-0.9887695312,-3.8244274139,-9.2366409301,-2.0229008197,0.7805284500,84.8858947753,-2.0229008197,0.7540870189,-1.3581275939,23.8954238891
0.1228027343,0.0925292968,-1.1010742187,-21.0687026977,6.0305342674,-8.7404584884,-0.2729067802,85.1874237060,-8.7404584884,-6.3417253494,-2.2678492069,23.5861778259
0.0144042968,0.3312988281,-1.0908203125,3.2290077209,21.7786254882,-9.6488552093,-0.1114563941,86.2763519287,-9.6488552093,-0.7239002704,-1.7264119148,24.1671295166
0.0214843750,0.3129882812,-0.9511718750,-3.1984732151,15.7709922790,-13.9160308837,-0.2713800668,87.0649032592,-13.9160308837,-1.2291233539,-1.4844143390,24.4319839477
-0.0737304687,0.2448730468,-0.9389648437,-7.2824425697,10.7633590698,-6.2595419883,-0.6355022430,87.6030731201,-6.2595419883,4.3450884819,-1.5200920104,24.5576515197
-0.0373535156,0.2734375000,-1.0000000000,-4.9847326278,-17.0229015350,3.6870229244,-0.8847388267,86.7519302368,3.6870229244,2.0635209083,-1.4282855033,23.2736473083
-0.0617675781,0.1594238281,-0.9851074218,5.5954198837,-5.0152673721,17.5343513488,-0.6049678325,86.5011672973,17.5343513488,3.5418648719,-0.9420443534,22.6332645416
0.0156250000,0.2456054687,-1.0219726562,-8.5267171859,3.5267176628,1.0381679534,-1.0313036441,86.6775054931,1.0381679534,-0.8516843795,-1.0707764625,22.3363742828
-0.1333007812,0.2929687500,-1.1311035156,-13.7786254882,-1.0610686540,10.1145038604,-1.7202348709,86.6244506835,10.1145038604,6.5084781646,-1.4360029697,21.9678249359
0.0041503906,0.3913574218,-0.8789062500,5.4274806976,-21.8091602325,-12.3129768371,-1.4488608837,85.5339889526,-12.3129768371,-0.2471659421,-0.6612942218,20.4548759460
0.0493164062,0.2612304687,-1.0363769531,-7.3893127441,-19.4809169769,21.4351139068,-1.8183264732,84.5599441528,21.4351139068,-2.6418762207,-0.7275047302,19.0383758544
-0.0859375000,0.3254394531,-0.9853515625,4.0992364883,-1.1450381278,44.6412200927,-1.6133646965,84.5026931762,44.6412200927,4.7341518402,-0.1478385353,18.6961860656
-0.0957031250,0.3068847656,-1.0317382812,-21.0610694885,-3.5877861976,-1.6106870174,-2.6664180755,84.3233032226,-1.6106870174,5.0807743072,-0.8469168663,18.2480773925
-0.0146484375,0.3256835937,-0.9965820312,-3.0687022209,1.7328244209,-13.5343513488,-2.8198533058,84.4099426269,-13.5343513488,0.8004575729,-0.6184329986,17.9840335845
-0.0126953125,0.2573242187,-0.9892578125,10.1068706512,-3.8244274139,-8.2900762557,-2.3145098686,84.2187194824,-8.2900762557,0.7115695953,0.1807608032,17.4511871337
-0.0417480468,0.2456054687,-0.9990234375,-15.7251911163,-0.2213740587,-0.9236640930,-3.1007695198,84.2076492309,-0.9236640930,2.3238167762,-0.3173806190,17.1377925872
-0.0793457031,0.2849121093,-0.9560546875,-2.1221373081,0.9923664093,0.6030534744,-3.2068762779,84.2572708129,0.6030534744,4.5475158691,-0.0842029190,16.9346122741
-0.0664062500,0.2612304687,-0.9890136718,-6.5496182441,-8.6793889999,3.5343511104,-3.5343570709,83.8233032226,3.5343511104,3.7142915725,-0.1081706047,16.2449150085
-0.0549316406,0.3452148437,-1.0292968750,-21.4045810699,-3.5343511104,-1.2519084215,-4.6045861244,83.6465835571,-1.2519084215,2.8965904235,-0.7845049858,15.8047657012
-0.0283203125,0.3156738281,-1.0043945312,-19.3816795349,5.8702292442,-10.3740453720,-5.5736699104,83.9400939941,-10.3740453720,1.5408354759,-1.3696964979,15.8071298599
-0.0351562500,0.3332519531,-0.9528808593,-11.3358774185,9.1603050231,-13.7328243255,-6.1404638290,84.3981094360,-13.7328243255,1.9945930480,-1.5124770164,15.9797344207
0.0480957031,0.4326171875,-1.0988769531,-143.2519073486,57.3587799072,-54.1908378601,-13.3030586242,87.2660522460,-54.1908378601,-2.3321175575,-8.0721635818,18.4240779876
0.0544433593,0.5175781250,-0.7338867187,-59.0458030700,46.2442741394,22.2748088836,-16.2553482055,89.5782623291,22.2748088836,-3.4692883491,-10.1015729904,20.2521800994
0.1748046875,0.3618164062,-0.9853515625,41.0534362792,7.8931298255,22.9847335815,-14.2026767730,89.9729156494,22.9847335815,-9.4547786712,-7.4903736114,20.0448036193
-0.0515136718,0.3896484375,-0.8537597656,19.6946563720,5.3206105232,-19.0152664184,-13.2179441452,90.2389450073,-19.0152664184,3.1418664455,-5.8856835365,19.9674568176
0.1391601562,0.4187011718,-0.9738769531,-8.7633590698,25.0534343719,-0.5038167953,-13.6561117172,91.4916152954,-0.5038167953,-7.4787149429,-5.7362737655,20.6461524963
0.1855468750,0.4470214843,-0.9577636718,-5.2442746162,41.9312973022,-21.0534343719,-13.9183254241,93.5881805419,-21.0534343719,-9.9567995071,-5.3861579895,22.0887279510
0.1652832031,0.4523925781,-0.9494628906,15.0839691162,52.1145019531,-11.2595415115,-13.1641273498,96.1939086914,-11.2595415115,-8.9311828613,-4.0364012718,24.0219402313
0.2275390625,0.5678710937,-0.9538574218,-10.0381679534,73.0305328369,-18.2442741394,-13.6660356521,99.8454360961,-18.2442741394,-11.5835714340,-3.8460469245,26.8883266448
0.2202148437,0.3247070312,-0.8813476562,6.6030535697,45.8091621398,12.3969469070,-13.3358831405,102.1358947753,12.3969469070,-13.1949996948,-3.0522055625,28.3313102722
0.2797851562,0.4104003906,-0.8925781250,9.1908397674,30.1603050231,23.9312973022,-12.8763408660,103.6439132690,23.9312973022,-15.8967123031,-2.0670280456,28.9246044158
0.1965332031,0.3989257812,-0.8374023437,-11.6488552093,29.4045810699,-8.0229005813,-13.4587841033,105.1141433715,-8.0229005813,-11.9628992080,-2.0988597869,29.5476779937
0.2326660156,0.4421386718,-0.8417968750,-9.3129768371,9.9847326278,24.8091602325,-13.9244327545,105.6133804321,24.8091602325,-13.7497396469,-1.9762015342,29.1709842681
0.2600097656,0.1447753906,-0.8339843750,50.7175559997,-4.6870226860,-14.1908397674,-11.3885545730,105.3790283203,-14.1908397674,-17.0756034851,0.7366818428,28.0163898468
0.2929687500,0.3723144531,-0.9196777343,14.7633590698,-11.1755723953,-29.1832065582,-10.6503868103,104.8202514648,-29.1832065582,-16.4506702423,1.8672179222,26.5794448852
0.3364257812,0.4587402343,-0.8830566406,-78.8702316284,12.8091602325,-6.4503817558,-14.5938987731,105.4607086181,-6.4503817558,-18.6794242858,-1.5168793201,26.3019161224
0.2795410156,0.3413085937,-0.8041992187,-31.4732818603,1.3740458488,-9.8625955581,-16.1675624847,105.5294113159,-9.8625955581,-17.7434616088,-2.5918352603,25.4883365631
0.2697753906,0.3662109375,-0.8156738281,-4.0916032791,-5.2748093605,-22.1526718139,-16.3721427917,105.2656707763,-22.1526718139,-16.7898635864,-2.2787563800,24.3843078613
0.2932128906,0.4804687500,-0.8400878906,4.1297707557,0.0687022876,11.3740453720,-16.1656551361,105.2691040039,11.3740453720,-16.8554859161,-1.4634579658,23.5628776550
0.3422851562,0.4323730468,-0.8212890625,4.8091602325,2.0763359069,2.1068701744,-15.9251976013,105.3729171752,2.1068701744,-20.2430763244,-0.6801979541,22.7884998321
0.2941894531,0.4233398437,-0.8391113281,-6.4961833953,8.3740453720,7.7786259651,-16.2500076293,105.7916183471,7.7786259651,-17.3809719085,-0.4757272720,22.3954391479
0.3139648437,0.4438476562,-0.8479003906,2.1145038604,-0.0152671756,4.2213740348,-16.1442832946,105.7908554077,4.2213740348,-18.1624088287,0.1603208541,21.5835342407
0.2941894531,0.3850097656,-0.8549804687,-6.0763359069,3.8778627395,2.9236640930,-16.4481010437,105.9847488403,2.9236640930,-17.4190063476,0.3206713199,20.9934978485
0.3181152343,0.4584960937,-0.8339843750,0.1984732818,4.5419845581,7.0305342674,-16.4381771087,106.2118453979,7.0305342674,-18.4825706481,0.8677435874,20.4265327453
0.3020019531,0.4477539062,-0.8081054687,-3.4732823371,-1.7251908779,-1.9847328186,-16.6118412017,106.1255874633,-1.9847328186,-18.1021194458,1.2288010120,19.5714263916
0.2868652343,0.4611816406,-0.8264160156,7.9770994186,-7.3358778953,-4.7709922790,-16.2129859924,105.7587966918,-4.7709922790,-16.8628749847,2.1510596275,18.4832820892
0.2468261718,0.4316406250,-0.8117675781,24.0610694885,-22.7938938140,-15.6183204650,-15.0099325180,104.6191024780,-15.6183204650,-15.0276765823,3.8263092041,16.6961612701
0.2993164062,0.3542480468,-0.8847656250,40.2137413024,-22.5725193023,17.0152664184,-12.9992456436,103.4904785156,17.0152664184,-17.4355239868,6.1356620788,14.9074745178
0.3161621093,0.3593750000,-0.8867187500,37.7251892089,-20.3969459533,32.4732818603,-11.1129865646,102.4706344604,32.4732818603,-18.2858905792,8.2793664932,13.2441577911
0.2529296875,0.2863769531,-0.8950195312,16.9389305114,-50.3969459533,-16.0076332092,-10.2660398483,99.9507904052,-16.0076332092,-15.0644197463,9.2860679626,10.2085351943
0.1533203125,0.3583984375,-0.9294433593,10.7328243255,-53.7251892089,-6.0916032791,-9.7293987274,97.2645339965,-6.0916032791,-8.7498989105,10.0428552627,7.1968326568
0.2492675781,0.4006347656,-0.9780273437,11.4809160232,-14.6488552093,-21.7480907440,-9.1553525924,96.5320892333,-21.7480907440,-13.2705316543,10.8375720977,6.0696916580
0.1665039062,0.3957519531,-0.9445800781,43.3816795349,-9.7099237442,11.6793889999,-6.9862685203,96.0465927124,11.6793889999,-9.2343606948,13.1949548721,5.2878246307
0.2431640625,0.3010253906,-0.9570312500,43.0152664184,-1.8854961395,11.7938928604,-4.8355054855,95.9523162841,11.7938928604,-13.6243085861,15.3778858184,4.8171925544
0.1535644531,0.3176269531,-0.9675292968,0.2366412162,-4.3740458488,-17.9160308837,-4.8236732482,95.7336120605,-17.9160308837,-8.5755882263,15.4412078857,4.3350090980
0.1884765625,0.2043457031,-0.9602050781,2.0458016395,-2.6259541511,14.0305347442,-4.7213830947,95.6023178100,14.0305347442,-10.8678836822,15.4685392379,3.9022798538
0.1672363281,0.2595214843,-0.9553222656,8.7557249069,4.1755723953,7.6412215232,-4.2835969924,95.8110961914,7.6412215232,-9.5887222290,15.8878135681,3.8370628356
0.1770019531,0.1982421875,-1.0073242187,11.2748088836,2.4351146221,24.9694652557,-3.7198565006,95.9328536987,24.9694652557,-9.7820835113,16.3419151306,3.6840007305
0.2453613281,0.1445312500,-1.0075683593,15.2213745117,10.1145038604,17.5877857208,-2.9587877273,96.4385757446,17.5877857208,-13.5526533126,16.9196109771,3.8348781585
0.1782226562,0.1840820312,-0.9860839843,-6.8015265464,-3.6793892383,44.9312973022,-3.2988638877,96.2546081542,44.9312973022,-10.0745296478,16.4561309814,3.3763999938
0.2150878906,0.2089843750,-0.9807128906,-2.9236640930,3.2137403488,33.6335868835,-3.4450471401,96.4152984619,33.6335868835,-12.1065931320,16.2189102172,3.2242133617
0.2045898437,0.1931152343,-1.0031738281,-20.2519092559,2.9541983604,37.4809150695,-4.4576425552,96.5630111694,37.4809150695,-11.3245668411,15.1158237457,3.0779933929
0.2128906250,0.1508789062,-1.0495605468,8.1221370697,-0.3740458011,21.0687026977,-4.0515356063,96.5443115234,21.0687026977,-11.3525648117,15.3718795776,2.7710540294
0.2358398437,0.0520019531,-1.0029296875,-1.0839694786,2.0076336860,41.6870231628,-4.1057338714,96.6446914672,41.6870231628,-13.2156181335,15.0691165924,2.5496947765
0.2106933593,0.1132812500,-0.9699707031,-3.1221373081,-9.5190839767,9.0763359069,-4.2618408203,96.1687393188,9.0763359069,-12.1749382019,14.7449665069,1.7887668609
0.1633300781,0.1918945312,-0.9660644531,-4.1450381278,-7.4732823371,21.0458011627,-4.4690928459,95.7950744628,21.0458011627,-9.4155445098,14.4685897827,1.1984897804
0.1835937500,0.1821289062,-1.0280761718,4.6564884185,-26.3435115814,12.2137403488,-4.2362685203,94.4778976440,12.2137403488,-9.9730443954,14.6052389144,-0.3157730102
0.1328125000,0.0979003906,-1.0166015625,33.8778610229,-19.8549613952,46.2061080932,-2.5423755645,93.4851531982,46.2061080932,-7.4092793464,16.0822429656,-1.4305362701
0.2551269531,-0.1008300781,-1.0498046875,36.8625946044,-19.1755733489,42.9160308837,-0.6992458343,92.5263748168,42.9160308837,-13.5991640090,17.4602260589,-2.6135120391
0.2680664062,0.1286621093,-1.0588378906,-3.3740458488,-12.5114507675,5.1145038604,-0.8679481506,91.9008026123,5.1145038604,-14.1075000762,17.0800571441,-3.4564530849
0.1906738281,0.0471191406,-1.0307617187,-4.5190839767,2.7709922790,19.1450386047,-1.0939023494,92.0393524169,19.1450386047,-10.4696092605,16.5684967041,-3.4609375000
0.1621093750,0.0278320312,-1.0512695312,-5.7938933372,15.6641225814,34.6259536743,-1.3835970115,92.8225555419,34.6259536743,-8.7631359100,15.9832038879,-2.7994394302
0.2302246093,-0.0114746093,-0.9960937500,-12.1908397674,4.0916032791,-0.5038167953,-1.9931390762,93.0271377563,-0.5038167953,-13.0132675170,15.0533275604,-2.8032276153
0.1760253906,-0.0034179687,-1.0122070312,5.8778624534,3.6641221046,3.6717557907,-1.6992459297,93.2103424072,3.6717557907,-9.8651695251,15.0364646911,-2.7649245262
0.1250000000,0.0197753906,-1.0290527343,0.7480916023,-4.9847326278,7.8702292442,-1.6618413925,92.9611053466,7.8702292442,-6.9245758056,14.7942504882,-3.0923695564
0.1115722656,0.1069335937,-0.9440917968,-41.8702278137,-11.1450386047,-15.2442750930,-3.7553527355,92.4038543701,-15.2442750930,-6.6974916458,12.5750808715,-3.7105789184
0.1896972656,0.0632324218,-0.9790039062,-44.8702278137,-11.0687026977,-15.0229005813,-5.9988641738,91.8504180908,-15.0229005813,-10.9438066482,10.1975021362,-4.3976097106
0.1062011718,0.0561523437,-0.9440917968,-2.1984732151,2.5114502906,33.5572509765,-6.1087880134,91.9759902954,33.5572509765,-6.4070100784,9.9534778594,-4.3147363662
0.2478027343,-0.0102539062,-0.9931640625,37.9771003723,32.4580154418,42.2290077209,-4.2099328041,93.5988922119,42.2290077209,-14.0090112686,11.6038084030,-2.9181790351
0.0134277343,-0.1372070312,-0.9335937500,-2.2290077209,-107.9007644653,-40.0534362792,-4.3213829994,88.2038574218,-40.0534362792,-0.8152632713,11.0953140258,-8.1632575988
0.0864257812,0.1120605468,-0.9885253906,-13.3740453720,-14.1832065582,-37.9541969299,-4.9900851249,87.4946975708,-37.9541969299,-4.9649672508,10.3469429016,-8.7942686080
0.1269531250,0.0908203125,-1.0266113281,-6.9007635116,-1.7862595558,-8.9083967208,-5.3351230621,87.4053878784,-8.9083967208,-7.0223894119,9.9022178649,-8.8463573455
0.1682128906,0.1086425781,-1.0278320312,-8.2595415115,2.6564886569,8.5038166046,-5.7481002807,87.5382156372,8.5038166046,-9.2439136505,9.4185590744,-8.7241401672
