ax,ay,az,gx,gy,gz,thetaG,phiG,thetaA,phiA,theta,phi
-0.0263671875,0.0671386718,-1.0261230468,-12.8091602325,-41.2137413024,-11.3969469070,-6.5247859954,21.8519096374,-11.3969469070,1.4688054084,-1.1988334655,10.9020004272
-0.0319824218,0.0507812500,-1.0786132812,-16.6030540466,-48.3282432556,-8.2748088836,-7.3549385070,19.4354972839,-8.2748088836,1.6965259552,-1.9345201492,8.3498067855
-0.0358886718,0.0305175781,-1.0827636718,-16.9923667907,-53.9541969299,-5.3053436279,-8.2045564651,16.7377872467,-5.3053436279,1.8976458549,-2.6961846351,5.5770077705
-0.0280761718,0.0441894531,-1.1049804687,-17.6183204650,-57.1603050231,-5.8702292442,-9.0854721069,13.8797721862,-5.8702292442,1.4543390274,-3.4597713947,2.6936995983
-0.0336914062,0.0673828125,-1.1821289062,-18.7480907440,-60.9007644653,-11.4274806976,-10.0228767395,10.8347339630,-11.4274806976,1.6298789978,-4.2440104484,-0.3117142915
-0.0385742187,0.0515136718,-1.1706542968,-19.5801525115,-59.8702278137,-8.8778629302,-11.0018844604,7.8412227630,-8.8778629302,1.8854466438,-5.0681924819,-3.2014124393
-0.0395507812,0.0598144531,-1.1757812500,-19.5725193023,-65.0152664184,-3.2290077209,-11.9805107116,4.5904593467,-3.2290077209,1.9240956306,-5.8676695823,-6.2846508026
-0.0368652343,0.0432128906,-1.1831054687,-19.2213745117,-58.8167953491,-2.2595419883,-12.9415798187,1.6496195793,-2.2595419883,1.7835544586,-6.6503477096,-9.0053100585
-0.0375976562,0.0554199218,-1.1396484375,-19.8091602325,-57.6106872558,-5.5801525115,-13.9320373535,-1.2309148311,-5.5801525115,1.8873067855,-7.4323391914,-11.6103811264
-0.0332031250,0.0312500000,-1.1367187500,-18.2748088836,-54.2290077209,-9.3053436279,-14.8457775115,-3.9423651695,-9.3053436279,1.6724808216,-8.1476764678,-14.0019464492
-0.0324707031,0.0234375000,-1.1088867187,-14.0687026977,-46.2137413024,-13.0534353256,-15.5492124557,-6.2530522346,-13.0534353256,1.6768959999,-8.6498832702,-15.9528436660
-0.0302734375,0.0559082031,-1.0725097656,-14.8320608139,-40.9465637207,-17.0992374420,-16.2908153533,-8.3003807067,-17.0992374420,1.6146516799,-9.1439990997,-17.6078758239
-0.0344238281,0.0510253906,-1.0617675781,-13.0229005813,-34.4503822326,-13.9694652557,-16.9419612884,-10.0228996276,-13.9694652557,1.8548110961,-9.5442428588,-18.9066905975
-0.0241699218,0.0341796875,-0.9677734375,-5.1908397674,-3.7862596511,-1.3664121627,-17.2015037536,-10.2122125625,-1.3664121627,1.4297605514,-9.5672683715,-18.6854896545
-0.0336914062,0.0483398437,-1.0493164062,4.8015265464,40.5190849304,1.5496183395,-16.9614276885,-8.1862583160,1.5496183395,1.8370716094,-9.0879230499,-16.2896022796
-0.0236816406,0.0412597656,-1.0959472656,7.1603055000,42.8320617675,5.3206105232,-16.6034126281,-6.0446548461,5.3206105232,1.2370002269,-8.5121994018,-13.8402986526
-0.0458984375,0.0786132812,-1.1474609375,10.0305347442,55.3587799072,12.6870231628,-16.1018867492,-3.2767157554,12.6870231628,2.2852590084,-7.7721366882,-10.8052072525
-0.0371093750,0.0441894531,-1.1437988281,7.8778624534,53.0992355346,11.7862596511,-15.7079935073,-0.6217539310,11.7862596511,1.8568666458,-7.1864523887,-7.9501032829
-0.0402832031,0.0502929687,-1.1860351562,11.8931293487,56.8625946044,12.7251911163,-15.1133365631,2.2213759422,12.7251911163,1.9435348510,-6.4114251136,-4.9659633636
-0.0437011718,0.0539550781,-1.1938476562,15.0229005813,59.9541969299,16.3053436279,-14.3621912002,5.2190856933,16.3053436279,2.0942585468,-5.4953556060,-1.8870031356
-0.0388183593,0.0612792968,-1.1650390625,14.2519083023,57.8549613952,18.8473281860,-13.6495962142,8.1118335723,18.8473281860,1.9057203292,-4.6269207000,1.0237444639
-0.0427246093,0.0578613281,-1.1601562500,13.6564884185,56.7633590698,19.1068706512,-12.9667720794,10.9500017166,19.1068706512,2.1064400672,-3.8081493377,3.8268030166
-0.0593261718,0.0502929687,-1.2209472656,18.6870231628,58.9389305114,19.7251911163,-12.0324211120,13.8969478607,19.7251911163,2.7794768810,-2.7692022323,6.6938643455
-0.0388183593,0.0124511718,-1.1035156250,14.5572519302,45.0687026977,16.8396949768,-11.3045587539,16.1503829956,16.8396949768,2.0145344734,-1.9875917434,8.8086452484
-0.0185546875,0.0390625000,-1.0329589843,14.0687026977,44.7404594421,9.0458011627,-10.6011238098,18.3874053955,9.0458011627,1.0283390283,-1.2151669263,10.8453226089
-0.0539550781,0.0361328125,-1.1052246093,14.7022905349,44.9236640930,6.6030535697,-9.8660097122,20.6335887908,6.6030535697,2.7933681011,-0.4330461502,12.8855428695
-0.0300292968,0.0366210937,-1.0048828125,9.3511447906,27.0381679534,1.6412214279,-9.3984527587,21.9854965209,1.6412214279,1.7105473518,0.0755445909,13.9869136810
-0.0295410156,0.0319824218,-0.9733886718,6.8015265464,20.9847335815,1.9312976837,-9.0583763122,23.0347328186,1.9312976837,1.7373780250,0.4449287414,14.7701740264
-0.0270996093,0.0329589843,-0.9331054687,7.6564884185,21.4809169769,1.8778625488,-8.6755523681,24.1087779998,1.8778625488,1.6625022888,0.8516401290,15.5605859756
-0.0322265625,0.0434570312,-0.9621582031,2.7557251453,7.6870226860,-1.2366411685,-8.5377664566,24.4931297302,-1.2366411685,1.9163974761,1.0213304758,15.6643667221
-0.0356445312,0.0468750000,-0.9506835937,-2.7557251453,-4.1526718139,-2.0458016395,-8.6755523681,24.2854957580,-2.0458016395,2.1446151733,0.9222892761,15.1904907226
-0.0217285156,0.0168457031,-0.9094238281,-5.5496182441,-14.7709922790,-1.3129770755,-8.9530334472,23.5469455718,-1.3129770755,1.3684511184,0.6531300067,14.1902713775
-0.0219726562,0.0078125000,-0.9716796875,-11.2137403488,-26.1221370697,-13.3816795349,-9.5137205123,22.2408390045,-13.3816795349,1.2953705787,0.0998049640,12.6523895263
-0.0349121093,0.0400390625,-0.9912109375,-10.1221370697,-29.9389305114,-11.5801525115,-10.0198268890,20.7438926696,-11.5801525115,2.0155770778,-0.3519414424,10.9726467132
-0.0256347656,0.0617675781,-1.0185546875,-13.4122133255,-39.8473281860,-9.6641225814,-10.6904373168,18.7515258789,-9.6641225814,1.4390611648,-0.9327169418,8.8294553756
-0.0314941406,0.0515136718,-1.0935058593,-16.9160308837,-47.9083976745,-7.3740458488,-11.5362386703,16.3561058044,-7.3740458488,1.6478974819,-1.6890276908,6.3383126258
-0.0336914062,0.0297851562,-1.0781250000,-18.0458011627,-50.2748107910,-7.8549618721,-12.4385290145,13.8423652648,-7.8549618721,1.7892283439,-2.5078568458,3.7838652133
-0.0212402343,0.0361328125,-1.0830078125,-15.4656486511,-60.4427490234,-9.7786254882,-13.2118110656,10.8202276229,-9.7786254882,1.1229312419,-3.1773064136,0.7689518928
-0.0351562500,0.0766601562,-1.1833496093,-19.7709922790,-58.9694671630,-10.4961833953,-14.2003602981,7.8717541694,-10.4961833953,1.6981478691,-4.0084400177,-2.1019682884
-0.0251464843,0.0468750000,-1.1208496093,-20.9694652557,-57.5343513488,-10.1755723953,-15.2488336563,4.9950366020,-10.1755723953,1.2841044616,-4.9078917503,-4.8534302711
-0.0368652343,0.0520019531,-1.1853027343,-19.9694652557,-63.7404594421,-4.9770994186,-16.2473068237,1.8080137252,-4.9770994186,1.7797259330,-5.7380199432,-7.8440494537
-0.0341796875,0.0544433593,-1.1772460937,-19.4427490234,-58.3893127441,-5.0305342674,-17.2194442749,-1.1114521026,-5.0305342674,1.6612607002,-6.5230197906,-10.5150203704
-0.0402832031,0.0458984375,-1.1186523437,-18.8167934417,-55.5877876281,-5.9083967208,-18.1602840423,-3.8908414840,-5.9083967208,2.0606250762,-7.2676219940,-12.9873094558
-0.0437011718,0.0427246093,-1.1555175781,-19.4503822326,-55.1832046508,-8.1145038604,-19.1328029632,-6.6500015258,-8.1145038604,2.1643917560,-8.0330181121,-15.3882522583
-0.0317382812,0.0366210937,-1.1169433593,-19.4045810699,-46.1603050231,-9.9160308837,-20.1030311584,-8.9580173492,-9.9160308837,1.6267652511,-8.7856397628,-17.3098068237
-0.0280761718,-0.0004882812,-1.0393066406,-13.7862596511,-41.7099227905,-24.7938938140,-20.7923450469,-11.0435132980,-24.7938938140,1.5474306106,-9.2859916687,-18.9764499664
-0.0266113281,0.0295410156,-1.0573730468,-12.9007635116,-35.4656486511,-30.7633590698,-21.4373836517,-12.8167953491,-30.7633590698,1.4411194324,-9.7004127502,-20.3059158325
-0.0241699218,0.0708007812,-1.0029296875,-9.2595415115,-24.7786254882,-20.6183204650,-21.9003601074,-14.0557270050,-20.6183204650,1.3770961761,-9.8793849945,-21.0864086151
-0.0256347656,0.0615234375,-0.9709472656,-8.9312973022,-19.9618320465,-8.3282442092,-22.3469257354,-15.0538187026,-8.3282442092,1.5093354225,-10.0469427108,-21.6126213073
-0.0219726562,0.0400390625,-0.9895019531,-6.9236640930,-11.0916032791,-1.0534350872,-22.6931095123,-15.6083984375,-1.0534350872,1.2710483074,-10.1389322280,-21.6984367370
-0.0246582031,0.0300292968,-0.9763183593,-4.3893127441,0.3053435087,0.1832061004,-22.9125747680,-15.5931310653,0.1832061004,1.4460890293,-10.1160068511,-21.2205867767
-0.0266113281,0.0300292968,-0.9897460937,-2.6717557907,7.0076336860,-0.1450381755,-23.0461616516,-15.2427492141,-0.1450381755,1.5394339561,-10.0098590850,-20.4220123291
-0.0273437500,0.0417480468,-0.9919433593,-0.1832061004,17.1374053955,1.5190839767,-23.0553226470,-14.3858785629,1.5190839767,1.5776103973,-9.7704572677,-19.1422882080
-0.0317382812,0.0441894531,-1.0134277343,0.2137404441,24.0229015350,1.2366411685,-23.0446357727,-13.1847333908,1.2366411685,1.7920873165,-9.5146646499,-17.5464801788
-0.0275878906,0.0383300781,-1.0515136718,2.5343511104,33.2290077209,1.3664121627,-22.9179191589,-11.5232830047,1.3664121627,1.5018908977,-9.1584501266,-15.5372915267
-0.0302734375,0.0437011718,-1.0715332031,4.3282442092,39.7251892089,3.3587787151,-22.7015075683,-9.5370235443,3.3587787151,1.6169723510,-8.7165069580,-13.2476730346
-0.0559082031,0.0585937500,-1.1442871093,9.6717557907,48.0381660461,19.5801525115,-22.2179203033,-7.1351151466,19.5801525115,2.7935099601,-8.0097036361,-10.5729789733
-0.0192871093,0.0827636718,-1.0959472656,6.9312977790,48.4274826049,31.5267181396,-21.8713550567,-4.7137413024,31.5267181396,1.0053579807,-7.4235162734,-7.9684653282
-0.0446777343,0.0397949218,-1.1643066406,8.1526718139,59.2290077209,25.5725193023,-21.4637222290,-1.7522909641,25.5725193023,2.1962416172,-6.8364429473,-4.8629503250
-0.0390625000,0.0322265625,-1.1318359375,12.7404584884,50.4045791625,26.7709922790,-20.8267002105,0.7679381370,26.7709922790,1.9758365631,-6.0428323745,-2.2563500404
-0.0361328125,0.0676269531,-1.1787109375,18.6717548370,57.5954208374,31.0992374420,-19.8931121826,3.6477091312,31.0992374420,1.7529436111,-4.9414176940,0.6460114002
-0.0437011718,0.0651855468,-1.1545410156,17.0458011627,57.2061080932,32.5190849304,-19.0408229827,6.5080146789,32.5190849304,2.1642560958,-3.9427614212,3.4794757366
-0.0424804687,0.0405273437,-1.1164550781,16.3053436279,51.3053436279,33.1145019531,-18.2255554199,9.0732822418,33.1145019531,2.1775872707,-3.0233960151,5.9674000740
-0.0483398437,0.0603027343,-1.1176757812,25.9312973022,57.5038185119,33.9694671630,-16.9289913177,11.9484729766,33.9694671630,2.4729256629,-1.6305855751,8.7151985168
-0.0349121093,0.0273437500,-1.0275878906,16.7099227905,38.4961814880,26.5190830230,-16.0934944152,13.8732824325,26.5190830230,1.9451770782,-0.7487200736,10.4661111831
-0.0502929687,0.0278320312,-1.0966796875,17.8931293487,39.9771003723,16.5190830230,-15.1988382339,15.8721370697,16.5190830230,2.6248610019,0.1720625162,12.2681636810
-0.0187988281,0.0400390625,-0.9770507812,17.7557258605,38.8702278137,11.7099237442,-14.3110523223,17.8156490325,11.7099237442,1.1013324260,1.0855759429,13.9494686126
-0.0400390625,0.0278320312,-1.0270996093,10.5572519302,26.3282451629,4.5496182441,-13.7831897735,19.1320610046,4.5496182441,2.2315926551,1.6121903419,15.0051956176
-0.0356445312,0.0139160156,-0.9809570312,7.6106872558,15.1450386047,-0.0458015251,-13.4026556015,19.8893127441,-0.0458015251,2.0808026790,1.9691146850,15.4888153076
-0.0170898437,0.0148925781,-0.9162597656,7.0534353256,10.1297712326,-3.6259541511,-13.0499839782,20.3958015441,-3.6259541511,1.0684012174,2.2939713001,15.6967658996
-0.0339355468,0.0461425781,-0.9665527343,2.9312977790,8.6793889999,-8.2977094650,-12.9034194946,20.8297710418,-8.2977094650,2.0085361003,2.4463555812,15.8482913970
-0.0310058593,0.0375976562,-0.9372558593,-3.4351146221,-5.2442746162,-11.5954198837,-13.0751752853,20.5675563812,-11.5954198837,1.8932198524,2.2750260829,15.3122215270
-0.0297851562,0.0151367187,-0.9680175781,-8.3206110000,-17.4961833953,-7.2519083023,-13.4912061691,19.6927471160,-7.2519083023,1.7621757984,1.8397243499,14.1839084625
-0.0305175781,-0.0080566406,-0.9704589843,-8.9618320465,-18.4198474884,-23.0076332092,-13.9392976760,18.7717552185,-23.0076332092,1.8010984420,1.3542916774,13.0336809158
-0.0280761718,0.0290527343,-0.9877929687,-11.3358774185,-25.5496177673,-38.2519073486,-14.5060911178,17.4942741394,-38.2519073486,1.6273839473,0.8054279327,11.5536241531
-0.0290527343,0.0781250000,-1.0307617187,-15.3816795349,-34.9694671630,-33.0534362792,-15.2751750946,15.7458009719,-33.0534362792,1.6098789215,0.1222699999,9.6412458419
-0.0285644531,0.0703125000,-1.0351562500,-17.7175579071,-45.0839691162,-16.4885501861,-16.1610527038,13.4916019439,-16.4885501861,1.5770061016,-0.6706488609,7.2708463668
-0.0339355468,0.0478515625,-1.0915527343,-17.2519092559,-49.3740463256,-3.6717557907,-17.0236473083,11.0228996276,-3.6717557907,1.7790013313,-1.4524011611,4.7416815757
-0.0356445312,0.0620117187,-1.1232910156,-16.2824420928,-56.5038185119,-5.5572519302,-17.8377685546,8.1977081298,-5.5572519302,1.8147518157,-2.1580278873,1.9144558906
-0.0329589843,0.0698242187,-1.1472167968,-21.6564884185,-58.8091621398,-4.9083967208,-18.9205932617,5.2572498321,-4.9083967208,1.6425895690,-3.1064050197,-0.9726304054
-0.0356445312,0.0249023437,-1.1540527343,-22.5114498138,-54.0763359069,-8.1297712326,-20.0461654663,2.5534329414,-8.1297712326,1.7686863899,-4.1226267814,-3.5675449371
-0.0383300781,0.0434570312,-1.1750488281,-21.2671756744,-59.2900772094,-8.3129768371,-21.1095237731,-0.4110710620,-8.3129768371,1.8670496940,-5.0399279594,-6.3640670776
-0.0366210937,0.0534667968,-1.1843261718,-21.6488552093,-56.5877876281,-9.4427480697,-22.1919670104,-3.2404603958,-9.4427480697,1.7693037986,-5.9482502937,-8.9742012023
-0.0322265625,0.0559082031,-1.1210937500,-19.8015270233,-53.3740463256,-11.4122133255,-23.1820430755,-5.9091625213,-11.4122133255,1.6445082664,-6.7424855232,-11.3771553039
-0.0300292968,0.0317382812,-1.1179199218,-19.1297702789,-52.0076332092,-10.5572519302,-24.1385307312,-8.5095443725,-10.5572519302,1.5380761623,-7.5124821662,-13.6672248840
-0.0324707031,0.0141601562,-1.1013183593,-16.2900772094,-44.5801544189,-12.7099237442,-24.9530353546,-10.7385520935,-12.7099237442,1.6886506080,-8.1457204818,-15.5445346832
-0.0354003906,0.0239257812,-1.0732421875,-14.1679391860,-39.7938919067,-30.6183204650,-25.6614322662,-12.7282466888,-30.6183204650,1.8887206077,-8.6515073776,-17.1457691192
-0.0261230468,0.0498046875,-1.0407714843,-12.4427480697,-30.3282451629,-33.4122123718,-26.2835693359,-14.2446594238,-33.4122123718,1.4361620903,-9.0333948135,-18.2602157592
-0.0273437500,0.0561523437,-1.0100097656,-10.3129768371,-22.1068706512,-26.8091602325,-26.7992172241,-15.3500032424,-26.8091602325,1.5483860969,-9.2944431304,-18.9472808837
-0.0231933593,0.0529785156,-0.9953613281,-6.5725193023,-17.1374053955,-13.0458011627,-27.1278438568,-16.2068729400,-13.0458011627,1.3329470157,-9.3696899414,-19.3814105987
-0.0239257812,0.0588378906,-0.9987792968,-5.9618320465,-7.2519083023,-2.1603052616,-27.4259357452,-16.5694675445,-2.1603052616,1.3698853254,-9.4070177078,-19.3217277526
-0.0270996093,0.0439453125,-0.9733886718,-4.1755723953,2.5038168430,1.4198473930,-27.6347141265,-16.4442768096,1.4198473930,1.5931082725,-9.3718004226,-18.7807445526
-0.0266113281,0.0253906250,-0.9855957031,-2.3740458488,10.7328243255,-0.4885496139,-27.7534160614,-15.9076356887,-0.4885496139,1.5461118221,-9.2711887359,-17.8482990264
-0.0302734375,0.0371093750,-0.9938964843,-0.4427481174,20.4351139068,2.0152671337,-27.7755527496,-14.8858795166,2.0152671337,1.7434387207,-9.0647144317,-16.4551448822
-0.0302734375,0.0493164062,-1.0270996093,1.8396945953,25.5877857208,2.9694657325,-27.6835689544,-13.6064901351,2.9694657325,1.6863447189,-8.7383193969,-14.8385143280
-0.0290527343,0.0427246093,-1.0539550781,2.8320610046,34.8320617675,2.1908397674,-27.5419654846,-11.8648872375,2.1908397674,1.5776884555,-8.3783721923,-12.8034191131
-0.0258789062,0.1140136718,-1.0590820312,5.8931298255,39.4122123718,12.9694652557,-27.2473087310,-9.8942766189,12.9694652557,1.3917186260,-7.7991895675,-10.5883188247
-0.0417480468,0.0373535156,-1.1308593750,3.1450381278,45.6030540466,28.8625946044,-27.0900573730,-7.6141238212,28.8625946044,2.1130826473,-7.4512877464,-8.0997409820
-0.0498046875,0.0793457031,-1.1672363281,9.9923667907,47.4580154418,40.7251892089,-26.5904388427,-5.2412233352,40.7251892089,2.4376471042,-6.7349295616,-5.5635504722
-0.0441894531,0.0627441406,-1.1425781250,15.6641225814,54.2061080932,31.3053436279,-25.8072319030,-2.5309178829,31.3053436279,2.2114939689,-5.7698717117,-2.7519502639
-0.0263671875,0.0380859375,-1.0966796875,15.1374044418,50.8320617675,35.9847335815,-25.0503616333,0.0106852054,35.9847335815,1.3764528036,-4.8729734420,-0.1786111736
-0.0505371093,0.0751953125,-1.2170410156,19.1145038604,53.4656486511,39.7175559997,-24.0946369171,2.6839675903,39.7175559997,2.3732964992,-3.7682533264,2.4922437667
-0.0456542968,0.0517578125,-1.1484375000,21.2366409301,53.8244285583,42.8091621398,-23.0328044891,5.3751888275,42.8091621398,2.2741973400,-2.6007244586,5.1252799034
-0.0407714843,0.0500488281,-1.1281738281,19.4961833953,47.2061080932,42.4580154418,-22.0579948425,7.7354946136,42.4580154418,2.0677003860,-1.5426275730,7.3772277832
-0.0537109375,0.0598144531,-1.1809082031,28.4580154418,51.0000000000,45.6564903259,-20.6350936889,10.2854948043,45.6564903259,2.6008446216,-0.0593995571,9.7807006835
-0.0493164062,0.0551757812,-1.1164550781,24.1297702789,49.5038185119,35.6183204650,-19.4286060333,12.7606859207,35.6183204650,2.5261640548,1.1806778907,12.0612983703
-0.0258789062,-0.0063476562,-1.0012207031,16.5267181396,26.0458011627,26.6564884185,-18.6022701263,14.0629758834,26.6564884185,1.4805848598,1.9596110343,13.1259288787
-0.0402832031,0.0180664062,-1.0546875000,20.3511447906,27.2137413024,17.4274806976,-17.5847129821,15.4236631393,17.4274806976,2.1869966983,2.9372377395,14.2406244277
-0.0239257812,0.0444335937,-0.9462890625,17.1068706512,28.1908397674,8.1068706512,-16.7293701171,16.8332042694,8.1068706512,1.4467530250,3.7704803943,15.3660993576
-0.0373535156,0.0249023437,-1.0083007812,8.5801525115,14.2977094650,-4.5877861976,-16.3003616333,17.5480899810,-4.5877861976,2.1209635734,4.1437745094,15.8017845153
-0.0356445312,0.0004882812,-0.9836425781,5.8320612907,6.5801525115,-12.5496187210,-16.0087585449,17.8770980834,-12.5496187210,2.0753347873,4.3472385406,15.8496837615
-0.0263671875,0.0234375000,-0.9055175781,1.1603053808,-0.8015267372,-20.3511447906,-15.9507436752,17.8370208740,-20.3511447906,1.6673298835,4.3467893600,15.5267620086
-0.0310058593,0.0554199218,-0.9643554687,-3.1832060813,-6.5954198837,-21.9160308837,-16.1099033355,17.5072498321,-21.9160308837,1.8385025024,4.1696243286,14.9298210144
-0.0263671875,0.0278320312,-0.9567871093,-9.2519083023,-13.6717557907,-24.8854961395,-16.5724983215,16.8236618041,-24.8854961395,1.5778933525,3.6661999225,13.9928665161
-0.0319824218,0.0148925781,-0.9860839843,-13.4809160232,-24.6717548370,-28.6717548370,-17.2465438842,15.5900745391,-28.6717548370,1.8574552536,2.9496070861,12.5412435531
-0.0358886718,0.0139160156,-1.0209960937,-13.4961833953,-30.7175579071,-35.5190849304,-17.9213523864,14.0541963577,-35.5190849304,2.0129683017,2.2449100017,10.8255176544
-0.0334472656,0.0644531250,-1.0405273437,-16.3816795349,-33.3740463256,-43.5114517211,-18.7404365539,12.3854942321,-43.5114517211,1.8375926017,1.4681635856,9.0104312896
-0.0336914062,0.0771484375,-1.0534667968,-18.7251911163,-43.2595405578,-31.5648860931,-19.6766967773,10.2225170135,-31.5648860931,1.8268892288,0.6049924850,6.7470426559
-0.0351562500,0.0639648437,-1.1040039062,-20.8320617675,-48.2671737670,-16.3664131164,-20.7182998657,7.8091583251,-16.3664131164,1.8208769798,-0.3615928888,4.2834277153
-0.0275878906,0.0661621093,-1.1037597656,-24.1221370697,-50.3435096740,-6.1755723953,-21.9244060516,5.2919826507,-6.1755723953,1.4292154312,-1.4677601814,1.7595115661
-0.0368652343,0.0515136718,-1.1540527343,-22.4732818603,-55.4351158142,-1.4809160232,-23.0480709075,2.5202267169,-1.4809160232,1.8278241157,-2.4885056018,-0.9554430007
-0.0341796875,0.0341796875,-1.1569824218,-23.4122142791,-55.0000000000,-6.4274806976,-24.2186813354,-0.2297732830,-6.4274806976,1.6914079189,-3.5521056652,-3.5975058078
-0.0385742187,0.0373535156,-1.1723632812,-22.7099227905,-56.4274826049,-7.6259541511,-25.3541774749,-3.0511474609,-7.6259541511,1.8835658073,-4.5573711395,-6.2528314590
-0.0405273437,0.0432128906,-1.1545410156,-21.8396949768,-52.8091621398,-12.4732828140,-26.4461631774,-5.6916055679,-12.4732828140,2.0089976787,-5.4935250282,-8.6752433776
-0.0307617187,0.0625000000,-1.1320800781,-22.0916023254,-50.9923667907,-16.3129768371,-27.5507431030,-8.2412242889,-16.3129768371,1.5541349411,-6.4029669761,-10.9692821502
-0.0339355468,0.0358886718,-1.1137695312,-20.2442741394,-46.5572509765,-14.9694652557,-28.5629577636,-10.5690870285,-14.9694652557,1.7443058490,-7.2299823760,-12.9963159561
-0.0371093750,0.0170898437,-1.0920410156,-17.3740463256,-41.2595405578,-16.0610694885,-29.4316596984,-12.6320638656,-16.0610694885,1.9460190773,-7.9187898635,-14.7191867828
-0.0307617187,0.0231933593,-1.0864257812,-15.1526718139,-35.9694671630,-24.9618320465,-30.1892929077,-14.4305372238,-24.9618320465,1.6215050220,-8.4784440994,-16.1548767089
-0.0222167968,0.0485839843,-1.0224609375,-13.2213745117,-27.5648860931,-28.3587779998,-30.8503608703,-15.8087816238,-28.3587779998,1.2433673143,-8.9023265838,-17.1575908660
-0.0224609375,0.0659179687,-0.9812011718,-9.1526718139,-19.3435115814,-23.7328243255,-31.3079948425,-16.7759571075,-23.7328243255,1.3083957433,-9.0959138870,-17.7361030578
-0.0234375000,0.0476074218,-0.9958496093,-7.5648856163,-8.9160308837,-18.1984729766,-31.6862392425,-17.2217578887,-18.1984729766,1.3466801643,-9.2299509048,-17.7913322448
-0.0239257812,0.0490722656,-0.9863281250,-5.4427480697,-1.0839694786,-6.0381679534,-31.9583759307,-17.2759571075,-6.0381679534,1.3878597068,-9.2550983428,-17.4608631134
-0.0253906250,0.0373535156,-0.9990234375,-1.9770992279,6.0229005813,4.1526718139,-32.0572319030,-16.9748115539,4.1526718139,1.4548680782,-9.1240625381,-16.7874259948
-0.0270996093,0.0363769531,-0.9953613281,-0.9923664093,15.8473281860,0.0229007625,-32.1068496704,-16.1824455261,0.0229007625,1.5585040092,-8.9483623504,-15.6439895629
-0.0288085937,0.0397949218,-1.0009765625,-0.7404580116,21.4198474884,0.8396946907,-32.1438713073,-15.1114530563,0.8396946907,1.6472449302,-8.7601633071,-14.2485923767
-0.0380859375,0.0354003906,-1.0673828125,2.4732823371,31.3282451629,2.2137403488,-32.0202064514,-13.5450410842,2.2137403488,2.0424168109,-8.4258031845,-12.3876886367
-0.0339355468,0.0517578125,-1.0654296875,4.3358778953,37.1221389770,4.5954198837,-31.8034133911,-11.6889343261,4.5954198837,1.8221929550,-7.9892334938,-10.2845067977
-0.0278320312,0.0847167968,-1.0351562500,11.6488552093,38.8396949768,22.3282451629,-31.2209701538,-9.7469491958,22.3282451629,1.5349993705,-7.1651158332,-8.1449718475
-0.0407714843,0.0888671875,-1.1203613281,7.8854961395,44.3816795349,34.8396949768,-30.8266944885,-7.5278654098,34.8396949768,2.0776324272,-6.5447802543,-5.7658176422
-0.0358886718,0.0390625000,-1.1381835937,12.1068706512,52.5954208374,33.9236640930,-30.2213516235,-4.8980941772,33.9236640930,1.8049634933,-5.7813553810,-3.0372266769
-0.0466308593,0.0546875000,-1.1474609375,14.4961833953,50.7022895812,39.6030540466,-29.4965419769,-2.3629796504,39.6030540466,2.3244869709,-4.9008874893,-0.4455801963
-0.0322265625,0.0471191406,-1.1188964843,18.0534343719,50.0228996276,39.6183204650,-28.5938701629,0.1381654739,39.6183204650,1.6483222007,-3.8700429916,2.0474200248
-0.0458984375,0.0605468750,-1.1674804687,21.6793899536,51.9236640930,40.6641235351,-27.5099010467,2.7343487739,40.6641235351,2.2483539581,-2.6710226535,4.5956983566
-0.0419921875,0.0534667968,-1.1149902343,21.9160308837,50.0992355346,41.9465637207,-26.4140987396,5.2393102645,41.9465637207,2.1543517112,-1.4888478279,7.0017342567
-0.0405273437,0.0429687500,-1.1140136718,22.3740463256,45.4503822326,44.4351158142,-25.2953968048,7.5118293762,44.4351158142,2.0819303989,-0.3185944795,9.1304073333
-0.0537109375,-0.0019531250,-1.1677246093,23.9923667907,40.7862586975,38.5038185119,-24.0957794189,9.5511426925,38.5038185119,2.6335303783,0.8614888191,10.9989967346
-0.0295410156,0.0324707031,-0.9965820312,24.3129768371,45.1374053955,27.9312973022,-22.8801307678,11.8080129623,27.9312973022,1.6969834327,2.0729017257,13.0246896743
-0.0502929687,0.0126953125,-1.0952148437,17.8015270233,27.1221370697,11.0687026977,-21.9900550842,13.1641197204,11.0687026977,2.6290357112,2.9169872283,14.1457614898
-0.0373535156,0.0021972656,-1.0209960937,16.0305347442,25.5190830230,-1.2900763702,-21.1885280609,14.4400739669,-1.2900763702,2.0952477455,3.6466083526,15.1551866531
-0.0153808593,0.0278320312,-0.9235839843,13.7709922790,20.0458011627,-10.7786254882,-20.4999790191,15.4423637390,-10.7786254882,0.9536514282,4.2829713821,15.8534002304
-0.0319824218,0.0307617187,-1.0029296875,9.8931293487,17.9236640930,-19.2137413024,-20.0053234100,16.3385467529,-19.2137413024,1.8256280899,4.7171940803,16.4511051177
-0.0268554687,0.0253906250,-0.9179687500,2.0305342674,6.4580154418,-27.8702297210,-19.9037971496,16.6614475250,-27.8702297210,1.6750881671,4.7540202140,16.4720287322
-0.0261230468,0.0214843750,-0.9426269531,-2.2213740348,-4.1526718139,-33.1832046508,-20.0148658752,16.4538135528,-33.1832046508,1.5870213508,4.5761957168,15.9708471298
