ax,ay,az,gx,gy,gz
2836,-12628,8088,1672,-1156,-2715
840,-13800,8544,681,1004,-3735
284,-14084,9112,-2303,801,4746
-132,-15336,9140,-3120,1401,-547
-260,-16160,7452,-3367,-1410,-1622
-2728,-15116,6472,-2831,-4434,-3496
-2828,-13692,7596,-2679,-5878,-4437
3824,-12008,7932,-3668,-4731,-1506
1336,-11332,8976,-4774,-20,4392
572,-13336,9560,-4549,5162,6508
2432,-14828,9348,850,1179,6124
-1548,-15352,10028,4425,1522,7787
-256,-15176,9112,3884,1628,4831
-312,-15928,9784,3159,935,2443
-3312,-15768,9240,3024,-835,525
-2832,-14296,8896,1967,592,-411
-3824,-13084,9840,1189,-447,-2504
-4804,-13060,9676,-820,-711,-184
-4528,-12304,9144,-3397,-2131,-1984
-672,-11828,7820,-4867,-4407,-965
-364,-13904,7116,-3601,-2279,2120
-3356,-16436,7044,-586,-3642,3295
-3920,-15260,8016,819,-5832,2335
-64,-13764,8696,913,-5003,3877
1732,-12828,9708,590,-3008,4448
1772,-12876,9140,-1481,-2199,3552
980,-13116,9048,-679,-2511,1332
80,-12972,8432,667,-2769,1312
-1908,-13820,8476,79,-1653,3788
-6756,-14664,8388,623,-2703,3892
596,-14428,8344,-1176,1389,-4242
-1372,-14500,9120,-2692,4106,1513
-3824,-15736,9224,-2090,1382,-352
-5900,-15640,8500,-281,-1721,256
-3696,-14364,6932,2349,-2958,-2476
140,-13212,6116,-1775,1989,-2833
-2592,-15164,6560,-2907,5348,282
-5108,-15776,7468,3456,2747,1131
-4104,-15056,6868,7136,-428,2703
-4416,-14772,8232,8053,141,1903
-3748,-13804,8780,6740,331,513
-3252,-11824,9840,4035,1282,505
-1592,-11120,10580,2255,2219,912
-1248,-11148,11832,2301,4431,-168
-3560,-10976,13044,4198,4953,-3545
-1944,-7976,14524,-1584,-1149,-3275
-1924,-10848,13088,6967,4009,-6712
-4416,-9784,15308,8824,155,-8420
-1128,-9116,12060,6228,-132,-8937
-3056,-6748,12756,4665,578,-8648
-4136,-7352,14380,171,3335,-6144
-2276,-10152,11884,4046,1153,-7056
-760,-10388,12840,4948,3780,-12285
-2524,-9012,11572,221,7236,-14196
-1716,-5768,15616,9736,8832,-11589
-2568,-3236,19796,10144,3546,-8980
-1424,384,15312,9930,1756,-11296
-1732,4208,11972,3205,1484,-9668
-4664,3700,14196,-1093,185,-2039
-6140,2456,15616,-2627,-1170,1332
-7984,-748,18376,-492,-3159,8191
-7164,-196,16580,-2231,700,13817
-7256,-3064,13768,-8083,5508,13492
-8140,-4596,13940,-6830,6335,7812
-8816,-4384,15168,-8166,4326,1944
-7928,-5524,13516,-5611,-111,991
-7172,-5004,14616,-4182,-893,1707
-7560,-3340,14340,-3599,-784,2174
-7748,-5624,14188,-1056,-738,1000
-7120,-6168,13732,-1016,-3410,2584
-5284,-3760,12308,345,-4392,861
-4968,-3756,13060,-761,-2405,1802
-5592,-6296,14172,-239,-2325,736
-5644,-4004,16040,2634,-2164,2987
-4552,-4432,16480,-3014,1213,3450
-5060,-7656,15804,629,-586,1491
-4456,-3732,15508,3216,1160,2507
-5068,-4924,14952,-526,-376,723
-4948,-3640,13848,-391,-2895,323
-4448,-3864,13088,-2874,-3351,502
-3664,-3884,13120,-1753,-2900,723
-3948,-5816,15896,-4085,-1611,360
-2948,-4544,16284,-125,-1379,2046
-4272,-2860,16896,-2079,598,3773
-4900,-7396,15800,-1371,-1746,3505
-3236,-4044,14756,1790,-1109,2353
-3892,-6020,14732,-290,659,4355
-4376,-7112,14836,998,291,3105
-3812,-3292,16064,578,-2141,1759
-2524,-2232,15752,-1373,-1025,540
-4224,-4508,15504,-996,101,1263
-3476,-4052,14632,570,-831,1351
-2684,-2072,14744,-1073,882,1311
-4196,-4060,15344,-944,253,876
-4796,-4388,16204,-1653,1582,999
-3988,-5296,14792,-1194,-1016,773
-736,-3128,13360,-360,375,-502
-3328,-4604,14088,-1976,1117,-3185
-3568,-4188,15292,-3575,1894,-3691
-3508,-6460,14160,-4603,1484,-4287
-5496,-8140,14256,-2184,1849,-1967
-6840,-9188,14128,-953,1477,-340
-6376,-8932,14228,2190,-1248,1468
-5916,-8840,13908,3067,-1136,3956
-5840,-8440,14380,4530,-297,3750
-4900,-5436,14824,3396,1658,6434
-5200,-1880,16080,823,3239,6869
-6408,-3560,14852,-3393,746,1805
-5432,-2988,12004,-2065,-640,711
-4984,-2360,12484,-516,315,772
-6588,-4424,13352,-732,241,-2299
-9548,-4932,17780,-111,2535,-2749
-8848,-4292,17112,-141,6116,1412
-7332,-3336,13980,168,3603,713
-6644,-2476,11732,4320,-3142,-1749
-7576,-1756,13816,1018,-2510,451
-8472,-3212,16048,-3517,-301,-1749
-7520,-4704,15276,-3986,-219,-403
-6020,-4948,12844,2078,-2212,2909
-6052,-2568,12888,3712,-3185,1875
-6756,-2732,13372,-142,-1904,-745
-6328,-3148,13708,-1610,-530,86
-5608,-2972,13092,588,-1012,3018
-5448,-1656,13404,2731,-1097,2923
-8188,-2920,15512,-269,708,-127
-8928,-4752,16872,-296,1130,-2996
-8636,-4072,17660,-3290,2189,-2483
-7276,-5248,16900,-3793,2497,-2268
-6060,-5480,14420,-383,685,987
-6456,-4512,14572,-544,72,929
-6732,-4592,14768,-907,-1537,-1401
-6924,-3288,15316,-1804,-2488,-970
-6596,-4660,14888,-684,-3690,-3001
-5764,-2268,15416,-183,-1105,-337
-5596,-4320,14636,-704,257,-356
-5576,-4888,14172,1054,-557,-539
-5344,-5704,14144,1553,-1007,882
-4712,-5192,13772,1822,-61,821
-4372,-2876,14012,996,1612,951
-5164,-2956,13720,809,2147,2957
-6380,-3116,14648,200,1671,1201
-7324,-3216,15664,962,677,-642
-7228,-3116,15352,919,954,-1291
-7176,-1992,15144,965,653,-108
-7372,-916,14812,1322,-29,1530
-6396,-1064,15276,-1462,-3435,-1771
-6376,-3556,16736,-360,1686,-5
-6464,-3768,16352,609,948,-2779
-6132,-4632,14904,1397,-35,-3947
-5916,-2392,14472,2928,-937,-431
-5932,-3620,13388,1603,336,1469
-5700,-4612,12756,-310,-399,714
-5108,-3704,12552,-712,-1592,-1561
-4736,-2036,12956,-749,-3425,-183
-4792,-420,14716,-2468,-3165,1643
-4152,-1072,16628,-1940,-3090,1165
-2664,-1092,17372,-1148,-959,370
-3000,-2028,16756,-1204,1900,7952
-3924,-2988,16504,275,2052,7535
-4256,-2824,13496,-266,-406,5882
-5376,-2912,14104,-203,-1497,4328
-6376,-2572,15952,-1816,2096,2584
-6708,-2196,15004,-2282,4778,4638
-7824,-3152,14924,-2886,3358,3584
-8964,-3796,15988,-2411,554,880
-8112,-3668,14192,-332,-1857,1190
-7304,-2524,13316,-167,-1154,2566
-7760,-1840,14648,-1290,-151,2953
-7596,-2108,15352,-1925,-975,1923
-7528,-2616,16700,-2925,-282,891
-7436,-3048,15608,-2334,1967,2104
-7208,-3332,13892,848,1421,4819
-6664,-2020,13108,1593,-1415,4514
-6744,-1132,13796,-436,-3623,2897
-7676,-232,16004,-2078,-2653,2180
-7268,-1116,15472,-3638,1332,905
-8064,-2816,13724,-2402,2496,4196
-8444,-3188,14392,-1278,690,2868
-7840,-1776,14200,-1460,-591,3221
-6392,-2560,13304,-2143,-2631,5423
-6272,-3576,12596,791,-2215,614
-7512,-1516,15572,-702,-1855,1385
-7104,-2368,17132,-2324,-3047,-3093
-4044,-1580,13040,-408,-1888,-1062
-4684,-2124,13236,129,2700,2464
-6264,-3852,14620,2849,2019,5768
-7652,-876,17768,2363,620,802
-7332,-1196,17284,-3985,-1917,-4063
-5692,-3068,14504,-2441,-3965,-3807
-4988,-2580,13124,130,-898,-949
-5788,-2016,14036,1296,1333,803
-7044,-1544,16164,639,-847,-1121
-7380,-1668,17208,-2856,-718,-4554
-6076,-2124,16116,-3617,54,-2278
-5016,-1648,15020,-3089,2687,-1872
-4940,-2588,12932,-212,3079,2310
-6264,-5968,12048,4165,1331,-275
-6892,-3692,13612,6420,-3429,-316
-7236,-508,16904,3380,-2964,-747
-7640,-1188,19852,-2657,-1600,-4789
-6548,-2056,18844,-4581,-3847,-5185
-4512,-1480,14028,-1491,-3269,511
-3540,-2252,9636,3905,-1150,1392
-5140,-1816,16460,2900,1734,-540
-4856,-1984,17892,-1941,3073,719
-3976,-4920,17964,-5552,2033,-1363
-4904,-6216,16276,-4503,1226,-5228
-5144,-3524,13112,3626,-76,-3000
-5492,-2880,16212,-290,1006,-4057
-5192,-3380,14692,-1029,-320,448
-5124,-2344,13420,35,-432,1425
-5304,-2964,12720,659,-699,2291
-5712,-3600,13540,632,-159,2705
-5760,-4708,14228,-736,1550,-247
-5824,-5244,15056,-1216,1798,1836
-5568,-4724,15296,-1446,-426,398
-5600,-5172,15848,-2518,-1311,-1923
-5496,-5200,16168,-1618,-1265,-1308
-5308,-4540,16244,-440,557,73
-5120,-4848,15324,479,382,-761
-4772,-4880,15456,1936,-1487,-1954
-4248,-4232,15048,2386,-1310,-1141
-3784,-2988,14484,2784,-110,-410
-4564,-2640,14120,2646,1264,-1889
-5348,-2656,14644,1447,501,-4242
-5896,-2308,14452,981,-296,-4184
-6152,-1508,16008,927,-386,-3133
-6032,-960,16108,1058,13,-1295
-6092,-196,17276,-706,-934,995
-5664,-748,16808,-1897,-790,68
-4520,-1628,16148,-150,-322,2702
-4320,-1940,15548,-605,166,3310
-4120,-2828,15076,-1271,-810,2612
-4084,-2420,14828,-1020,-831,1480
-1540,-3720,14984,-2507,1562,-1236
-6908,-3300,13740,-1687,-434,-1709
-4356,-3972,14584,-570,-6105,-2269
-1012,-3444,15852,-4755,-5111,536
-2656,-5340,15036,-1834,-763,-534
-3524,-7408,16288,1300,-675,2474
-3728,-1960,18336,3026,-4819,2898
-504,-4488,15540,2414,-3409,1559
1584,-2320,14924,907,-2233,702
-1744,-3564,17612,-6169,1365,279
-1240,-3860,13036,-1344,5085,-1653
-1328,-2700,9008,-453,-520,-436
-1548,-3476,15212,-4913,105,-5344
-3448,-7936,15832,-4560,3855,622
-4544,-8252,18348,2658,1856,2664
-4972,-5176,12220,4237,2039,2047
-4192,-5408,15012,3277,-1969,-1923
-4876,-2560,14900,3440,1736,5055
56,-2776,14680,-1676,-344,2580
-4472,580,14964,-1885,1405,24
-5324,-936,15288,-3343,-133,-5205
-4408,-3880,15456,-2815,-1733,-2241
-3544,-4848,16564,-1544,-1864,-5533
-3584,-3924,17224,-1676,-2807,-4681
-2024,-3396,17424,-1620,-2693,17
-1664,-4888,15560,-26,-663,1241
-2568,-5220,13816,2267,230,2938
-1856,-5108,14920,2975,-1915,2902
-1692,-4004,15596,1196,-1223,1089
280,-3584,19532,124,-809,-1440
-2496,-3356,17620,734,735,-470
-2660,-3152,10540,244,-1644,1780
-2164,-2880,9944,104,264,541
-2068,-4308,14324,-1209,1507,-976
-2192,-3484,16188,123,1869,-1445
-3080,-3356,16680,-601,652,1938
-2816,-3888,16996,281,928,3130
-3948,6108,19544,386,351,5731
-4052,-3348,15612,661,-931,7585
-3412,-5196,15460,2139,-167,925
-3012,-1232,17528,1362,-1158,1620
-796,520,15764,-30,276,1155
-2396,-4572,15624,434,2724,-4440
-4372,-2716,16056,-948,1724,2553
-4124,-964,17028,-1247,-1244,475
-3460,-2632,17092,-605,-407,-2804
-2712,-3928,15760,-2184,-508,-5448
-3252,-2984,14700,2056,29,635
-4068,-2596,13404,179,-2589,-214
-2924,-2232,14808,-510,-446,802
-2656,-1748,16556,-640,1442,-512
-2520,-2328,17008,-2110,-205,-2578
-1856,-2684,16544,-1995,-2491,-2802
-4436,-2900,15704,3099,5954,2070
-4340,-736,16120,-459,219,-1940
-3868,-2716,15976,-979,-2912,-2624
-3372,-3496,15544,-1503,-2043,-510
-1308,-3644,16448,-2977,-90,-2506
-4616,-2448,15872,874,1858,-731
-3540,-2908,15840,-1782,-20,1471
-4612,-2656,15756,-264,2217,1471
-4808,-3060,16208,-1912,933,903
-4676,-2764,15076,-1639,-3925,643
-4372,-5088,12440,-4423,-1862,-1556
-1524,-4032,12256,-4260,15,-524
-1068,-5860,12816,1798,3992,287
-3584,-4272,15076,1703,2705,1627
-5516,-4404,17228,-2897,4811,407
-7332,-6224,17120,-3161,2049,717
-6632,-6484,15104,-1446,-1472,-757
-4896,-6868,13696,-291,-943,-1472
-7348,-4708,12316,-3692,735,-2179
-7888,-5876,14004,-830,-1336,-45
-8264,-13096,27404,-6773,3260,-2162
-6568,-6780,17332,2498,-3449,-1267
-428,-1092,700,7557,-3811,4031
2372,1128,-1796,-957,577,631
-6728,-6148,14548,-7530,6146,126
-15452,-17912,32767,-3943,3407,689
-11184,-11320,19860,8541,-5400,1276
1656,972,-4148,7544,-5272,2574
-1048,-1264,1764,-7609,3133,-2735
-7984,-10828,21184,-8514,6547,-2378
-15988,-17908,32767,-993,864,1076
-7844,-9300,15504,10501,-9440,1397
2500,3120,-4452,9669,-5329,4091
988,-320,-440,-3741,3129,-1313
-5628,-5512,15656,-9742,7142,-2305
-15456,-16072,28380,-3948,6578,1911
-10516,-9972,22032,4194,-4794,371
-5508,-5072,11640,4070,-5986,-1347
236,868,-3408,4982,-9066,-157
948,100,6684,-3140,6666,-348
-10724,-8628,26596,-7250,10043,523
-10336,-9236,21408,-691,34,-46
-8260,-6888,16784,-141,-1378,952
-4192,-2804,9572,2234,-5934,562
-3144,-2220,10380,-3057,1385,-2283
-5156,-4732,14580,-3454,3473,587
-6924,-6816,15788,-1221,-30,768
-7604,-7152,15644,106,125,815
-6556,-6956,15360,377,-808,756
-5752,-7092,13620,686,-2806,-1089
-5064,-6344,13236,89,-1447,-667
-4844,-6248,13740,-77,-1027,109
-4388,-6068,13612,-986,-1499,-61
-4860,-4532,14024,-1261,535,-1239
-4996,-7424,13928,-3464,-131,-350
-4788,-7304,14060,-537,635,-727
-5176,-6556,14400,92,702,489
-5308,-5760,14852,426,1156,-217
-6736,-7528,14964,549,1003,1166
-6032,-6056,15620,-257,-484,-270
-5400,-6316,14636,709,-591,119
-6436,-5348,15580,837,-951,-531
-5652,-6156,16092,1200,-2670,-587
-3164,-3424,16568,1142,-3585,61
-868,-5356,-4796,-2987,-818,-599
132,-412,80,2770,-1789,-4368
-240,-436,524,2122,-1034,-3798
-416,-64,1540,515,-438,-4242
-848,-108,1516,-1232,-294,-4822
-648,144,2076,-3455,490,-4992
-800,-296,4784,-4045,4124,-2661
-252,-1184,3008,-4781,7158,-710
ax,ay,az,gx,gy,gz
-7068,-10616,10540,-267,-95,-9
-7100,-10640,10596,-244,-78,-42
-7048,-10580,10500,-274,-71,-14
-7100,-10692,10440,-262,-84,-12
-7032,-10612,10572,-246,-65,-34
-7096,-10608,10512,-264,-72,18
-7160,-10656,10524,-277,-87,-22
-7032,-10652,10624,-279,-52,-10
-7040,-10588,10608,-266,-74,17
-6948,-10628,10504,-262,-93,-18
-6376,-11136,9944,-168,268,187
-8868,-11136,10732,-690,231,69
-7528,-10012,11152,-794,1069,408
-7324,-10304,10788,-388,447,280
-7184,-10308,10704,-194,1,112
-7640,-9620,9592,-73,-388,-119
-6304,-10316,10360,-560,158,-2
-6324,-10224,10708,-244,-422,-125
-7188,-10308,10424,-1655,751,2
-7252,-11600,11196,-849,-893,482
-8160,-12420,12556,588,-8114,1155
-9284,-13080,15900,165,266,13079
-12056,-12744,12980,-4048,-549,12137
-9216,-12512,13568,-4624,-8122,-2561
-6796,-11288,14176,-2222,-4859,-1133
-7996,-10284,12680,-1321,-3695,1040
-7252,-8816,12052,-1482,-2365,1754
-8100,-8884,9652,-3977,-4338,745
-4944,-8236,9620,-2466,-4210,1197
-3108,-9040,7872,-2029,-2555,2701
-4084,-9700,8208,-319,-2768,1970
-6236,-10976,9372,2973,-957,3517
-5456,-9796,9340,3416,2626,3345
-6124,-10108,9736,-5686,1275,591
-5728,-7956,9340,-1625,-494,942
-6616,-11136,8556,-689,-3773,-355
-4284,-8708,8628,1202,-975,-1109
-5308,-9956,11008,431,-1057,-773
-5852,-10360,10164,-328,837,-707
-6500,-10336,10904,1557,1392,1407
-6224,-9016,10864,743,1045,-168
-5932,-10688,10080,1388,-1032,-271
-7000,-10584,10776,814,-1532,2053
-6992,-10864,10052,48,-1392,447
-7092,-10064,11164,-1280,-3361,35
-6844,-11160,10848,-20,-1965,1026
-6176,-10280,11980,-202,-2010,2302
-6816,-9880,12568,-1334,-1571,3242
-6644,-9308,11460,-975,326,1568
-7000,-9156,11672,-2588,428,1858
-7168,-9896,11300,-1092,-548,237
-6712,-10036,11080,1587,-769,-379
-6876,-9856,11348,712,18,550
-7364,-10012,11376,-631,532,264
-6552,-10652,11428,-1229,643,245
-6632,-10024,11252,-970,-271,896
-7260,-9912,10560,2,-617,1103
-7044,-9636,10860,-499,-486,831
-7464,-9272,11108,590,-736,-288
-9236,-8388,10692,1300,-1892,116
-6332,-8728,10308,-1668,351,-2191
-5484,-9760,11244,-2891,-541,-273
-6260,-9056,10368,2905,-5471,3513
-5536,-11932,11604,-1052,-3502,4723
-6484,-7408,14008,-6272,-4735,-770
-7724,-12108,15400,-1944,4007,5672
-8676,-13328,12876,1307,3730,4952
-9316,-10848,10872,-3022,4714,1267
-8816,-11244,12944,-4168,-6731,-2210
-7744,-11528,11220,-2326,-13524,-4574
-5304,-9468,9460,-613,-462,831
-6836,-8492,8412,3239,2162,1644
-5948,-7348,8120,4511,-1103,1068
-572,-10284,10968,5368,4577,-4611
-4936,-7776,8608,2451,8057,-1299
-6180,-10116,10692,1669,9330,-5136
-8708,-12584,12632,-307,6042,-8826
-7644,-12948,11920,-258,734,-8358
-6996,-13364,11712,1315,1075,-4248
-6464,-11656,12004,4917,3343,-1474
-6796,-9000,12612,5243,4930,-566
-7332,-7536,12184,5863,3936,-601
-8388,-8376,11732,4591,1525,-1566
-8040,-7944,11516,1181,-493,-2418
-7600,-7284,11840,427,-2600,-2929
-7120,-8652,12344,-585,-2918,-956
-6500,-9144,11468,97,-896,1254
-6472,-7980,11116,682,1156,2208
-6732,-8412,10956,-1254,-9,3307
-4188,-8680,12260,-2134,5243,482
-6548,-9208,11736,-3229,1518,1575
-8176,-10560,11932,-5317,4685,-351
-11700,-10824,13904,-4479,1575,-2447
-9288,-11516,11808,1792,-5124,157
-6052,-9288,8772,-633,-633,-2479
-5988,-8236,9004,-280,2240,-512
-6324,-8932,10068,-777,5115,-133
-7312,-9868,11096,-1756,1234,-355
-7964,-11428,10644,-387,-2104,-409
-7424,-9880,11196,1210,20,-99
-7248,-9144,10280,965,396,1938
-7424,-9392,10064,-368,955,2344
-8376,-9432,10168,-1690,660,1397
-8532,-9824,11044,-770,-83,-1092
-7768,-9884,10328,-1205,-1016,-3379
-7412,-10748,9704,-1448,75,-481
-6480,-9608,9368,1390,-1096,578
-5528,-8304,8776,436,247,399
-7800,-10604,10884,-1618,1609,-321
-10332,-14656,14568,-1890,-355,-860
-11688,-15048,14924,2644,-511,1141
-8864,-10044,11608,3520,-2109,1526
-3720,-4984,7596,3283,-3435,-1057
-2536,-4212,6132,346,-784,-412
-3968,-5572,8916,-2271,2084,-703
-8404,-11292,12952,-4464,2109,-285
-10460,-14540,15208,-3335,210,-1110
-10776,-14944,14168,589,-774,-383
-9256,-11872,12216,2179,-1339,7
-3808,-6020,8324,3621,-2436,278
-2720,-4940,7212,-693,1007,-2499
-7824,-7564,9716,-5666,3534,1587
-7964,-11372,13044,-3480,4782,2457
-9856,-14136,12388,-1589,-1390,-1065
-8596,-11992,11264,1563,-4434,-2195
-6960,-10780,10808,549,-616,-1591
-8316,-10468,11412,-1704,990,1371
-7500,-10592,11060,176,-534,1083
-5724,-8832,8828,2910,-3199,-2416
-4096,-6100,8456,2335,-2111,-1428
-4800,-9592,9540,-3017,2970,1224
-8736,-13472,12056,-2018,3006,2504
-11152,-15516,15896,-2488,1643,1501
-12748,-17608,14468,244,-3439,-1994
-4748,-4788,7204,5972,-3201,-615
-2564,-3712,4816,-558,-396,1987
-2984,-4948,7016,418,392,569
-6044,-7920,9292,-5570,3522,-730
-10512,-15360,12988,-4378,2431,375
-12708,-17004,14612,-2616,1171,-351
-11448,-16692,13560,2113,-2243,-1210
-6380,-9040,8344,5889,-6241,-2469
-1668,-3784,5180,2363,-1537,-177
-3384,-4740,6892,182,1197,2388
-6428,-8036,10404,-3035,3764,186
-10432,-15564,14616,-3462,2810,1992
-12568,-17092,14700,-696,1918,1874
-9920,-12376,11680,3089,-2820,-869
-4232,-5448,6716,3151,-3928,-2203
-5760,-5540,9324,-3628,1439,1494
-6832,-10388,11388,-3074,1564,-679
-8072,-8796,10796,-1154,160,668
-7912,-13132,10852,2514,87,1474
-6960,-13128,12680,-2044,-2150,-1387
-8160,-10452,10736,7387,-5024,4638
-6740,-7448,10040,872,1022,-760
-7204,-9640,11048,-2937,-292,-1800
-6772,-10208,11168,-1738,-1683,-4053
-5988,-9580,10732,-559,-915,320
-6464,-9468,11552,-905,1378,1619
-7992,-10528,10992,1269,1209,3354
-7764,-9484,11316,1151,1214,1527
-7976,-9504,11796,322,236,-962
-7840,-9560,11488,237,-1090,-956
-7752,-9848,12412,170,-1735,-1673
-6576,-9020,12020,1168,-2685,-2504
-5712,-8312,11856,218,-1280,-319
-6460,-8956,12264,245,214,-266
-6140,-8828,12292,763,330,-462
-5960,-9076,12692,-33,-1000,-330
-5984,-8844,11488,89,-228,-299
-6660,-8796,12752,-230,267,606
-5916,-8564,12732,495,-154,39
-5188,-8360,13956,-524,-319,-66
-3268,-5588,11220,-309,-1328,-1399
-712,1904,-876,413,-1592,-2577
-352,-536,60,1064,-1313,-2140
-704,-752,392,544,-984,-1959
-688,-668,1448,-2392,334,-2316
-1344,-1232,1192,-3378,-551,-3528
-804,-784,1924,-5688,692,-3504
-592,-1736,1680,-8092,2257,-2864
-1904,-1256,2356,-10866,3602,-1865
ax,ay,az,gx,gy,gz
-8228,-13480,14684,-8265,-9328,8864
-10756,-12328,10860,-2016,-8268,9797
-8772,-12084,8200,1067,-7763,10021
-7356,-9932,4680,6386,-1966,7103
-5200,-6548,7244,5041,-3320,7500
-5392,-5020,5008,1495,-9338,10210
-5084,-4656,8304,-3027,-7849,13958
252,-2216,7220,-3670,-6203,8522
-2672,-892,9712,-9313,3730,6052
-5688,-5252,12040,-3430,1467,-6107
-5140,-7752,11200,3819,-4266,-9775
5884,-7012,-3880,-7147,-9182,-1050
-3248,-5916,17772,-3338,2778,76
-5224,-9860,16652,-3210,4472,1946
-3692,-9740,16672,3158,4279,-873
-5628,-6776,12640,-9572,1943,-2920
-6600,-1920,-624,-4594,4510,-3710
-7864,-8816,9028,1702,2988,3360
-5184,-12392,11740,3121,3508,2827
-3932,-11412,11572,5786,3543,1763
-9856,-8424,15120,5475,3831,4262
-11904,-11788,19004,-1283,3283,4484
-14016,-10636,17144,-5881,3004,-132
-11044,-8612,10916,-5875,2715,-2265
-5448,-3856,4092,-7317,-4915,-6166
-4504,-920,2608,-3532,-5839,-6094
-3792,-3896,4644,104,-642,-2552
-7228,-8940,11048,4012,1140,2441
-9192,-11636,14088,5398,495,5498
-12340,-13872,19276,2605,2593,5086
-14448,-13404,18556,-2831,1006,-1099
-12780,-12664,15040,-6540,-1113,-2209
-8136,-7024,7876,-5924,-1992,-2180
-1716,-2120,2344,-2928,-3526,-4109
-540,-3284,1884,546,-2298,-2725
-4452,-8284,7900,4853,1829,4567
-10880,-12908,16036,5966,3367,7213
-15796,-14784,20968,906,3076,4345
-13592,-13016,16360,-4422,-1330,-4552
-7624,-7224,8484,-4154,-3313,-5885
-1424,-3812,3376,-4562,-3322,-3993
-412,-4576,4052,2035,-596,-6
-8184,-10712,12056,5560,2443,4820
-17444,-19544,22972,2894,777,4079
-13384,-11480,16476,-3883,-4839,-5691
-1420,-4636,3804,-8016,-4077,-6712
1616,-2988,624,30,448,-396
-3772,-6192,6152,4636,3612,4763
-14076,-16000,19904,4041,4988,7396
-17012,-14356,21472,315,-115,715
-6876,-8924,11228,-4905,-3897,-8020
-3536,-5900,5040,-6073,-3407,-6250
-2860,-9112,8360,768,978,3031
-6516,-10996,11692,3136,3102,3396
-7892,-10984,11148,741,759,81
-7296,-10328,11660,660,-184,100
-6980,-10352,11568,238,-334,59
-7092,-10200,11496,139,210,232
-7492,-9876,11436,-236,219,170
-7192,-9720,11044,-916,-514,-526
-7084,-10100,10932,-337,-73,116
-7376,-10052,10864,-466,-210,-67
-6716,-9996,10772,-880,212,-330
-6560,-10100,10816,-328,662,-202
-7400,-9936,10860,-384,361,352
-7020,-10668,11096,-737,-347,-469
-6840,-10352,11048,-445,76,-624
-7272,-10672,11224,-95,93,78
-7184,-10644,11116,-576,-291,-579
-6444,-10444,10912,-406,-179,-470
-6824,-10320,10976,-138,-142,-270
-7020,-10296,11048,-89,-310,-311
-6540,-10532,11264,-117,-481,-466
-6212,-10544,10848,-428,-103,-152
-2668,-9544,6700,-386,487,538
-232,-12,-2320,1293,-1000,53
-456,-248,-124,2128,323,962
-832,-948,736,1684,523,806
-1120,-464,1600,-341,38,-277
-1420,-944,1128,-2012,-536,-1553
-1336,-1264,1532,-4360,-312,-1917
-1812,-1088,2856,-6836,313,-1825
-2304,-3292,2392,-5215,2008,2502
ax,ay,az,gx,gy,gz
-26868,-26108,1820,-28899,20767,5238
-18292,-19556,-1176,-19835,-7930,2980
-16664,-14112,1544,-13555,-23159,-1686
-13124,-14244,3452,-9411,-21758,-3112
-11136,-14252,3536,-5476,-15675,1167
-8644,-9136,5836,-4499,-14861,1293
-6384,-9900,5500,-1613,-18310,853
-6116,-9756,6200,3114,-14220,-1040
-6076,-7560,5896,7056,-8115,-6202
-5340,-5336,2956,5924,-7178,-899
-2380,-3992,4308,-2217,-8496,1838
-444,-8696,7444,-3601,651,1051
-1416,-17396,13840,2066,6036,-1372
-6980,-12380,12048,4992,-2,-802
-5224,-13864,11580,5464,4037,2570
-7828,-9304,14256,4655,4976,1657
-8084,-10356,11544,588,10023,10905
-11508,-9180,8264,4664,-2992,7659
-8808,-7108,8724,-2288,-1059,2667
-9912,-9020,11320,-2283,1121,2041
-10960,-8220,11716,-374,-870,1815
-10748,-7284,11744,-3265,-312,80
-9580,-8292,11720,-1191,276,-381
-8540,-7672,11020,-1758,1373,1426
-10176,-7324,9420,-383,1585,1117
-10856,-6420,10044,1251,-619,1114
-10568,-6508,11328,-1371,381,311
-10532,-7076,9916,-1315,1556,663
-9640,-7524,8764,89,-66,-881
-8780,-5756,9788,4438,-1753,-2201
-9528,-5732,10436,3250,-205,288
-9984,-6104,10892,-1046,765,1359
-10004,-6684,9812,-3105,2546,-122
-10268,-6968,9348,-2657,460,-1014
-10664,-7800,9852,-3240,502,90
-11164,-8608,9464,-444,-168,1239
-10964,-8360,10956,-330,-103,652
-11436,-7844,8620,-3631,5574,2677
-13780,-8664,7508,-3113,3796,1157
-12956,-7640,7024,-2223,-393,-3050
-12544,-8948,7212,15,-2731,-4835
-11504,-10704,8524,1498,-2458,-949
-10576,-9204,9432,2091,-699,1164
-11556,-8636,9180,912,-867,23
-10300,-7160,8412,1577,-2143,1357
-10360,-8676,10560,-204,-1900,1045
-10768,-8600,9652,-825,-769,-689
-10856,-7708,9328,-264,-757,-345
-10368,-8152,9164,-316,282,-569
-10380,-8772,9224,-499,40,54
-10384,-8520,9860,-130,-1275,427
-10316,-8856,9400,1507,-110,-1217
-10408,-7012,10796,273,-888,453
-10624,-8528,9932,-811,1425,1110
-10696,-8208,9556,-674,1138,396
-11192,-8808,8704,558,-629,-958
-9948,-7700,9844,-516,-2155,-1387
-10084,-8272,9784,-791,-255,-537
-9824,-8388,10152,414,-532,-164
-10252,-8516,10556,500,-27,195
-10604,-9304,9824,-53,-518,279
-9936,-8568,10080,-489,-115,-511
