ax,ay,az,gx,gy,gz
1636,16060,3628,61,-7576,-3866
3752,15920,3488,-1827,-3121,-2373
2508,15788,2668,600,15108,3276
1044,14240,3848,2390,10599,4207
1508,14200,3556,-621,-463,-876
2384,15984,2824,-1700,465,575
1852,15748,3672,716,798,-984
2484,15404,3960,-173,4685,1912
1972,14128,4416,243,-2712,1804
1400,14488,3340,-3199,-14642,102
3604,14520,4084,-3764,-10189,-1064
3508,16464,3888,-1751,-1536,677
2640,15644,3960,722,277,230
2912,14356,4424,-1726,-761,3076
3228,14528,4484,-3223,-5992,571
2868,15400,4340,-1721,-8525,-2446
1692,15812,2736,-3436,-22975,-5920
2316,15728,1820,-5892,-22308,-5331
2312,15756,964,-8002,-31534,-2665
4272,14980,2140,110,-20601,1006
140,14384,3608,-7228,-1636,-6670
2800,17960,3096,-9886,-3897,-12397
2988,15768,3132,3186,-1904,5883
5248,14640,3092,4439,15373,1076
1720,15680,928,2901,-32768,4706
-404,14912,3248,716,19044,3655
1008,16460,4380,2988,10605,1625
3272,14264,3132,2289,12982,4914
-2556,16072,4272,2295,4843,2568
1612,14736,2688,279,-2267,2194
2636,16672,2768,3544,544,-6710
2240,15644,3116,-1788,3641,800
1536,15348,3016,-3521,1936,1412
1252,15460,3248,-123,750,576
1512,15844,2936,-494,-1044,402
1912,16700,3180,-562,-3211,-644
1876,15432,2968,135,-212,-1219
1896,15540,3204,-1435,7688,2678
1180,15792,3108,2081,-3843,322
3028,15836,3140,-1817,1770,1360
1960,17432,2736,-35,-4593,-149
3928,16308,2652,1966,654,-1765
2908,15372,3204,2243,2113,-1132
4928,14112,3084,181,-3451,2371
3136,14608,3444,-1244,1167,2993
5176,15096,3024,-1823,-948,2207
4560,15296,3204,-130,1221,1556
4996,14880,3272,100,-568,-375
4860,14772,3232,-518,-592,854
6060,14276,3304,-140,-727,1365
6092,14316,3064,-243,424,1834
6732,14316,3304,1048,2754,513
6176,13560,3752,1079,4309,490
10080,13104,3496,2543,21960,3473
1084,14476,-248,3639,-32768,7802
1580,17312,-240,6223,-32768,9132
2400,19648,336,7897,-32768,12558
2060,17764,992,2885,-32768,13435
1432,15588,432,-2336,-32768,8022
1716,15780,-112,913,-32768,3431
1984,16292,144,7059,-32768,6173
1752,15720,724,4015,-32768,10474
1608,16224,444,-2422,-32768,6761
2120,17260,284,657,-32768,1426
2112,17180,740,8310,-32768,1834
1680,16236,1040,10118,-32768,6230
1416,16100,904,5220,-32768,7704
1804,16236,276,3805,-32768,5240
2028,15460,564,7499,-32768,4164
1696,15168,1176,8808,-32768,5121
3116,17116,2844,-1448,-32768,13465
1528,19244,-2344,13559,-32768,16796
-3924,17296,1896,3809,29684,20042
192,15256,2784,2870,9584,10737
-108,17144,3216,627,10947,954
1256,18652,2508,2321,11285,-6606
356,18576,3828,1580,3851,-5924
-176,5932,3352,17708,21785,-987
1240,12112,-1132,2254,-32768,11864
-6332,13420,4568,1575,16590,-2863
6612,14792,2984,417,-4330,-3954
-112,15464,3224,1771,4676,7907
1680,16888,2824,-4096,1211,-1133
988,16856,3840,-1203,-5182,1329
4952,16364,4540,-5331,-969,-7424
-228,15268,6100,-5278,-1994,-4336
2204,12540,8484,-4095,-4008,-1616
760,12140,9080,-1817,-5462,180
5068,1500,7460,9747,198,424
-836,13772,8672,-3930,885,310
-1080,13060,8488,-368,-4106,89
2876,13492,8512,222,-1193,-143
404,14320,8184,93,-1703,470
2568,14140,7656,-749,-1224,-457
ax,ay,az,gx,gy,gz
2644,15864,2948,-2627,1173,3497
2568,14648,3252,470,790,518
2004,15056,3388,-2228,3434,-456
2668,16832,3124,-1156,2844,-1832
1960,16376,3528,1769,-2536,-1605
4080,15120,3364,-4,552,-706
2480,14984,3432,266,-1679,230
1904,15624,3392,-2981,-3499,-1983
2572,15928,3688,502,2904,-74
2756,15328,3208,26,-320,996
3868,15300,3228,-749,2718,-38
2340,15412,3424,-1163,719,30
4296,15680,3012,-1120,-2008,59
2720,15964,3336,409,1338,1570
4644,15716,2992,217,-3882,855
5352,15180,3248,456,2384,3355
4048,14452,3192,934,-3643,1685
6076,14652,3112,427,417,2312
5296,14544,3360,32,-1994,1629
7000,14184,3116,-216,-1840,2199
6580,13972,3156,-422,-44,1779
8032,13632,3156,-415,-83,645
6560,14144,3280,-317,78,1045
6400,14024,3324,-772,1126,1386
8592,13412,3500,-1035,1366,561
8308,13224,3764,-526,2602,615
8220,13052,3892,1019,960,-888
7380,13980,4164,1476,1068,-1776
7052,13568,4396,1544,347,302
8496,13608,4200,462,501,-10
7564,13196,4196,1084,439,-473
7404,13588,4608,-305,1928,417
8956,12916,4332,-387,-1793,795
7392,13392,3944,-643,-4,-750
7472,13312,3940,-1443,-642,324
7260,13892,3504,-241,-1795,-50
8120,13428,3424,-1507,-305,-470
7212,13324,3668,-817,444,-215
7624,13208,3632,-209,1327,795
7600,13892,3680,60,686,293
7692,13284,4128,-1119,582,908
7728,13464,3944,-641,1682,-48
8312,13472,4212,-843,1960,-1352
7520,13140,4144,-91,-196,-39
2160,15776,2592,-3025,-235,9254
1164,16688,2972,2110,-645,4548
404,17868,4064,1398,569,-3179
720,18856,3880,-1671,2196,-10770
1668,18412,3080,-366,2279,-14591
2260,15904,2832,4775,790,-13753
2728,12852,3368,4917,-878,-8385
3460,12608,3840,-2440,-1964,1131
3600,15288,3256,-5693,-3990,10576
3072,16872,3104,-2303,-6519,16053
2048,16492,3504,573,-7966,16684
968,16024,3608,-1207,-7405,11971
812,16860,3252,-4268,-5563,2533
1492,17520,2580,-1315,-4650,-7009
3616,13428,3816,-3500,-4467,-8393
4312,16152,3320,-9081,-5504,-1324
3416,15488,3052,-5643,-7957,4611
1928,13844,3336,-3737,-9654,7663
1020,14276,3212,-5195,-9470,5000
1164,17200,2948,-3050,-9079,-1174
1488,18876,2924,3842,-9359,-7056
1504,18312,3060,7778,-9336,-11992
1700,16704,3580,5556,-8427,-15754
2532,15752,3476,482,-7797,-16184
3540,15380,2952,-1369,-9121,-10654
3444,14196,2760,574,-12064,-1232
2732,12956,3252,-212,-14040,6073
2272,14136,3560,-3309,-14731,9134
2348,16728,3216,-3456,-15315,9526
2420,17492,2968,-847,-16114,8374
1424,17116,2728,2143,-16111,3689
820,15780,2904,-351,-14391,-5239
1872,16200,2696,-4958,-13027,-10835
3148,16900,2588,-3650,-14407,-7911
3220,15520,3080,-780,-16665,-1946
3224,13944,3392,-2230,-17780,2474
3248,14468,3236,-4880,-18389,5646
2836,15824,2616,-3900,-19294,7473
1664,15868,2444,-1225,-19550,4454
880,15400,2588,-4205,-17734,-3925
1704,16944,2484,-8875,-16315,-9282
2684,18480,2532,-6907,-17392,-7946
2992,17184,2896,-2212,-19453,-4961
2948,14676,3172,-1369,-20503,-3156
2732,14424,2848,-501,-20278,-7720
3524,14432,2432,-3884,-20496,-5164
3128,15136,2164,-4322,-21875,429
1788,14740,2580,-6686,-22377,2546
1404,15552,2752,-11540,-22020,2532
1608,17752,2424,-11427,-22513,2830
1756,18768,2224,-4799,-23639,802
1540,16932,2200,859,-23601,-5677
2076,14964,2396,-1457,-22233,-11880
3212,15276,2084,-5867,-22027,-9960
3316,15760,2196,-5604,-23960,-2359
2556,14672,2552,-5416,-25579,3120
2304,14356,2704,-7025,-26298,5320
2236,15912,2332,-6631,-26786,5186
1828,17184,1908,-2767,-27079,1889
1172,16420,1868,-1814,-26296,-3685
1328,15660,2124,-5958,-24712,-9713
2412,16788,1888,-7743,-24963,-8686
3104,17384,2020,-2014,-27135,-4672
3068,16128,2292,3350,-28485,-4131
3116,14704,2528,1991,-27933,-5893
3232,14948,1948,-3105,-27250,-4728
2516,15484,1548,-4704,-27918,-676
1320,14848,1888,-4407,-28392,11
1188,15428,2224,-5579,-27967,-2744
1956,17932,1904,-3137,-27987,-5582
3020,15724,2440,2763,-27688,-11840
2924,15224,1872,-6442,-27191,-3926
1920,14496,1804,-3467,-28723,439
1316,14524,2120,-2700,-28382,-2291
1796,16768,2224,-3501,-27299,-6579
2204,19468,1884,-3393,-26279,-10528
1992,19300,2024,-2874,-25710,-13071
1816,16836,2204,-4588,-25247,-14411
2472,15112,2128,-6832,-25325,-12706
3168,15296,1764,-3892,-26826,-8038
2952,15192,1856,638,-27905,-6265
2616,15152,2488,-2395,-26745,-8018
2736,16272,2552,-9633,-25116,-7781
2496,17460,2116,-12350,-25162,-4081
1772,16984,1924,-8722,-26335,-1750
1284,15280,2156,-5294,-26309,-5196
1852,15464,2004,-5629,-25172,-10790
2860,17360,1824,-4720,-24807,-12998
2988,17508,2132,-4067,-24981,-12588
2928,16008,2648,-7543,-24933,-9949
2980,15216,2508,-11314,-25309,-4943
2916,15324,2028,-9557,-26706,550
2304,15128,1728,-4172,-27801,1537
1548,14724,2060,-4396,-26515,-3784
1884,16276,2008,-9896,-24399,-8319
2268,18464,1888,-11030,-24172,-7804
2184,18316,2176,-7428,-25227,-5675
2152,16404,2428,-4537,-25898,-5483
2660,14980,2340,-4524,-25830,-6242
3220,15276,1824,-4076,-26038,-5024
2672,15168,1780,-3118,-26436,-3114
1972,14568,2252,-7116,-25943,-2151
1904,15600,2280,-11715,-25526,170
2212,17076,2096,-9716,-26519,3398
2016,17588,2080,-3183,-27375,2576
1584,16364,2192,349,-26600,-3396
1724,15436,2096,-3101,-24705,-8921
2444,16172,1756,-6578,-23787,-9241
2776,16460,2000,-4508,-25004,-4847
2588,15240,2488,-2224,-26096,-1405
2784,14904,2712,-2457,-26375,-227
3084,15844,2316,-2361,-26265,-102
2708,16448,1884,-792,-26134,-588
1668,15436,2044,-1562,-25323,-2893
1432,14976,2220,-6367,-23899,-5083
2044,16600,2144,-7011,-23892,-3976
2432,17596,2108,-784,-25027,-2923
2444,16856,2452,4041,-25199,-5123
2516,15916,2652,2906,-23890,-9001
2996,15764,2404,-1699,-22571,-9388
2932,15760,2028,-3156,-22822,-4975
2192,14572,2240,-2580,-23705,-654
1816,14356,2596,-4055,-23546,629
2152,16436,2484,-3506,-23429,255
2356,18332,2408,858,-23377,-2026
1976,17888,2444,3682,-22613,-6502
1896,15960,2596,631,-20744,-10640
2472,15384,2396,-4371,-19515,-10109
2808,15632,2240,-3494,-20521,-4588
2592,14848,2532,202,-21843,-71
2392,14608,3068,486,-21763,633
2648,16196,3024,-664,-20933,-523
2648,17620,2672,44,-20240,-1947
2188,16952,2492,551,-19523,-3338
1552,15204,2680,-1569,-18324,-5647
1944,15200,2704,-5176,-17403,-5999
2580,16412,2540,-3083,-18193,-3217
2784,16576,2724,2371,-19428,-1162
2844,15580,3148,4028,-19290,-1840
2820,15356,3240,1174,-18158,-3158
2892,15980,2644,-1453,-17333,-2466
2336,15884,2548,-1333,-17281,-918
1592,14920,2732,-2923,-16674,-1107
1796,15544,2820,-5978,-15830,-1479
2384,17280,2760,-4437,-16125,-388
2684,17708,2948,839,-16892,42
2540,15968,3112,3557,-16609,-1588
2608,14672,3156,719,-15360,-3580
2844,14928,2712,-3076,-14241,-3425
2740,15664,2596,-3781,-14264,-402
2048,15464,3024,-4743,-14093,1229
1836,15872,3260,-7920,-13327,1515
2068,17200,3140,-8640,-13214,1869
2356,17624,2928,-4611,-13766,1546
2188,16120,2984,-35,-13853,-866
2328,14292,3092,-668,-12733,-4447
2876,14716,2916,-4102,-11478,-5624
3044,16208,2864,-4768,-11270,-4038
2676,16476,3216,-5057,-11190,-2552
2140,16008,3504,-7801,-10539,-1776
2196,16184,3296,-9931,-9934,-1152
2268,16608,3028,-7246,-10184,-791
1984,15688,2888,-1335,-10502,-2301
1880,15112,3060,1639,-10147,-4038
2272,15188,3224,928,-8629,-8113
2968,16788,3352,-8,-7484,-9387
3264,17428,3252,1217,-7203,-8156
2812,16188,3320,1419,-6898,-6320
2384,14512,3388,-1458,-6375,-3426
2296,14840,3084,-4184,-5973,-346
2168,16084,2944,-1648,-6552,2072
1944,16068,3224,1977,-6875,2494
2020,15912,3540,1949,-6331,1472
2492,16636,3460,1022,-5716,538
2980,16836,3328,2315,-5639,601
2924,15496,3176,3599,-5581,1144
2444,14152,3308,381,-4491,1038
2380,15040,3076,-4368,-2952,137
2420,16876,2996,-4775,-2029,-914
2252,17320,3352,-3978,-1391,-1790
2100,16592,3656,-4617,-417,-3327
2252,16100,3576,-6064,553,-4477
2568,15800,3164,-4385,563,-3965
2640,14944,3072,118,-277,-1528
2472,14056,3408,2458,-860,1246
2468,14804,3612,1876,-624,2982
2668,16708,3408,2615,-580,4029
2720,17648,3320,5010,-711,4610
2292,16736,3412,5955,-425,4143
1940,15388,3276,3284,912,1837
2128,15332,3100,-359,2597,-1236
2580,15848,3024,-978,3552,-2972
2832,15820,3264,-868,4157,-3115
2760,15504,3596,-2942,5121,-3151
2824,15876,3508,-5114,6145,-2937
2808,16012,3372,-4364,6501,-2235
2664,15772,3180,-1149,5898,713
2140,14844,3100,1362,5326,3657
1764,15012,3332,536,5556,4776
2128,16564,3228,-206,5877,4995
2504,17664,3220,1109,5769,5456
2516,17016,3520,2035,5795,5485
2456,15456,3584,791,6574,4373
2440,14616,3236,-1217,7712,2571
2752,14956,3060,48,8084,1677
2660,15200,3088,3805,7747,2095
2300,15400,3396,5515,7887,2177
2228,16384,3504,5162,8554,1792
2372,17424,3240,5314,9045,1859
2412,17216,3076,6336,9176,2197
2104,15672,2992,5784,9698,2017
2160,14496,3028,1836,11098,411
2392,15220,3100,-1284,12502,-1834
2972,16280,3072,-799,13118,-3139
2956,16380,3176,1460,13045,-2863
2720,15648,3416,2328,13125,-1587
2404,15276,3156,1373,13329,292
2340,15776,2752,1103,13346,2449
2272,15960,2792,1960,13072,4409
2036,15760,2900,446,13570,4754
2064,16124,3088,-3143,14873,2766
2472,16948,2960,-4508,16031,-1
2668,16824,3016,-2141,16319,-1593
2560,15404,3032,1149,16002,-877
2288,14184,3008,1604,15752,1636
2368,14804,2664,280,15589,4741
2588,16396,2784,254,15050,7654
2456,16988,2916,-25,14837,9475
2420,16936,3164,-2030,15383,8941
2148,16272,3124,-3604,16306,6532
2104,15956,2748,-2720,16953,3643
2180,15684,2496,1640,16658,2429
2056,15032,2688,4882,15925,3792
2144,15144,2948,3568,15720,5845
2496,16520,3124,696,15821,7214
2960,17332,2928,-477,15742,7734
2904,16628,2836,-293,15745,7614
2488,14988,2940,-326,16017,6860
2128,14680,2844,-165,16471,5628
2232,15756,2648,2757,16207,5222
2232,16472,2716,6478,15373,6670
2256,16656,3092,6404,14994,8403
2176,16832,3260,3121,15491,8402
2380,16812,3008,586,16282,6672
2524,15944,2688,1094,16681,4289
2540,14744,2768,3581,16641,3315
2260,14260,2940,4451,16500,3739
2424,15692,2836,4871,16281,5032
2744,17356,2960,6225,15506,7359
2704,17512,2984,6651,14809,9631
2328,16408,3080,4534,14963,9957
2096,15616,2932,1760,15890,7153
2080,15276,2600,2076,16670,3372
2244,15344,2748,5163,16730,996
2396,15572,2912,7714,16464,1063
2504,16128,3108,7913,16207,2644
2668,16704,3024,6857,16090,4667
2816,16560,2800,5736,15888,6384
2632,15588,2756,4351,16025,6928
2252,14884,2712,2507,16738,5436
2284,16100,2688,5882,17573,-241
2308,16428,2988,8796,17057,1931
2392,16132,2748,6573,17231,3399
2488,15792,2588,4331,17459,3912
2584,15152,2532,3464,17688,3527
2468,14880,2772,2843,18152,2289
2404,15704,2916,2996,18576,707
2424,16940,2840,5101,18378,420
2476,17208,2808,7608,17727,2102
2336,16348,2740,7790,17275,4413
2088,15392,2688,4877,17702,4860
2112,15340,2492,1852,18657,2721
2384,15732,2464,1891,19340,-64
2556,15968,2832,3984,19467,-1653
2496,15916,2996,5664,19405,-1632
2396,15980,2820,6006,19192,-104
2440,15932,2700,5491,18900,2165
2508,15648,2376,4524,18600,4357
2364,15152,2440,2585,18750,4908
2220,15480,2600,277,19556,2549
2312,16512,2688,1022,20086,-637
2456,16924,2708,4397,19759,-1950
2288,16264,2936,6747,19203,-977
2140,15496,2712,5916,18983,905
2324,15368,2496,3619,18902,2517
2592,15364,2384,2261,18833,3671
2460,15448,2596,782,19184,3429
2388,15968,2680,-412,19860,1243
2360,16860,2904,1090,20137,-859
2368,16904,2752,4569,19633,-833
2160,15824,2720,6236,18995,878
2040,15052,2612,4336,18852,2368
2128,15232,2464,1064,19097,2972
2440,16068,2584,-472,19523,1200
2640,16196,2712,114,19495,-163
2580,15964,3008,954,19354,-948
2464,15944,2892,1652,19014,-624
2404,15960,2636,2972,18285,1151
2152,15652,2516,3862,17422,3670
2060,15360,2620,1927,17270,4765
2156,15784,2648,-1372,17915,3259
2528,16688,2812,-2359,18482,789
2664,16684,2904,-864,18521,-838
2520,15776,3000,701,18317,-1085
2276,15168,2796,1252,18016,159
2300,15300,2540,1740,17309,2620
2224,15636,2652,1900,16424,5396
2112,15872,2788,-153,16186,6428
2216,16544,3000,-3086,16593,5154
2304,17104,2896,-3831,16944,2469
2432,16644,2888,-1899,16744,532
2268,15336,2960,475,16033,289
2136,14608,2988,1086,15379,1624
2316,15184,2744,1127,14501,4164
2400,16108,2912,1268,13405,7031
2416,16540,3244,-102,12735,8684
2272,16808,3340,-2549,12822,7935
2316,16852,3096,-3435,12989,5770
2256,15092,2928,683,12119,3705
2384,15636,2912,3563,11002,4690
2484,16444,3100,5287,9787,6843
2400,16704,3452,4608,9250,8100
2364,16800,3352,2601,9183,7614
2416,16396,3100,1579,9302,5747
2344,15560,3080,1958,9349,3364
2260,14632,3044,2641,9468,930
2392,14988,3108,2578,9622,-1024
2612,16100,3340,3871,9353,-1657
2672,16784,3304,5881,8696,-894
2420,16436,3320,6421,8191,473
2232,15732,3292,4605,8058,1497
2204,15616,3016,2111,8177,1524
2168,15604,2864,740,8153,994
2324,15580,3104,-910,8210,56
2484,15892,3296,-3280,8438,-1178
2608,16452,3364,-4410,8408,-2121
2656,16512,3304,-3359,7759,-1987
2412,15696,3444,-1469,6779,-774
2064,14792,3248,-656,5911,894
2044,14980,3168,-353,5147,2299
2184,15936,3196,938,4045,4031
2272,16496,3396,2154,2911,5270
2416,16480,3576,1705,2197,5621
2440,16220,3504,334,1871,4867
2520,15876,3328,-86,1602,3688
2544,15256,3160,723,1282,2297
2344,14716,3268,792,1331,364
2208,15268,3268,-163,1716,-2097
2476,16440,3324,-53,1899,-4225
2540,17028,3456,964,1692,-5280
2392,16500,3552,1263,1414,-5357
2216,15496,3412,182,1151,-4509
2256,15168,3212,-922,579,-2630
2416,15228,3044,-729,-477,411
2320,15424,3300,-493,-1647,3364
2308,15852,3564,-1457,-2498,5119
2440,16564,3580,-2106,-3194,5584
2444,16648,3328,-1394,-3937,5029
2316,16032,3304,63,-4428,3291
2236,14940,3208,164,-4276,349
2252,14948,3188,-1214,-3812,-2870
2548,15840,3152,-1919,-3619,-4841
2656,16440,3372,-2085,-3800,-5523
2552,16416,3616,-3203,-3919,-5550
2436,16048,3448,-4822,-4174,-4792
2332,15816,3236,-4901,-4932,-3152
2176,15264,3120,-2490,-6133,-1362
2060,14876,3116,-14,-7108,-603
2088,15196,3228,1212,-7647,-876
2520,16220,3380,2657,-8115,-1307
2676,16948,3264,4317,-8690,-1881
2568,16408,3184,4388,-8807,-2619
2376,15500,3312,1841,-8507,-3084
2340,15208,3028,-1488,-8301,-2550
2256,15544,2948,-3139,-8630,-786
2196,15796,3160,-3591,-9308,907
2196,16084,3484,-4293,-9782,1942
2332,16508,3396,-4390,-10278,2396
2528,16456,3180,-2685,-10845,2084
2452,15732,3124,-512,-11203,768
2388,14808,2968,-583,-10968,-1509
2520,14976,3096,-2934,-10296,-3515
9012,12040,-520,7528,24859,-5472
3932,13584,3132,5427,28944,10857
4400,16080,5788,6108,17880,440
2832,13772,6688,-593,11885,-4662
1620,15544,4620,-74,-1926,-2878
4560,17456,4080,-4013,3820,340
2848,14228,3812,-3017,2791,-1921
3608,16720,4856,651,7423,3337
2628,14156,5900,6397,4524,3423
916,14316,4532,3061,-1112,-155
3780,13584,4840,-44,-759,-38
2976,15344,4296,1911,-3256,1259
ax,ay,az,gx,gy,gz
3032,18580,3040,357,-3144,6498
1728,15876,3736,4339,-3928,5048
1152,13768,3880,-2718,-1930,-395
2116,16228,3140,-6169,-840,-4301
3216,18156,3068,1239,-2551,-4581
3108,15040,3752,6469,-4196,-2719
2664,12208,4044,-796,-3481,-749
2956,14396,3232,-7390,-2912,1703
3040,17692,2808,-2328,-4575,3736
1956,16728,3516,3915,-5776,2262
1176,14468,4036,3,-4634,-1627
1784,15280,3552,-7041,-2741,-6160
2976,17444,2880,-3682,-3669,-6494
3152,16176,3160,4473,-6030,-4250
2696,12864,3912,2510,-6422,-1761
2808,13528,3696,-5647,-5655,1069
3068,16828,3008,-4503,-6745,4027
2360,17216,3112,3360,-8523,4103
1392,14832,3700,3334,-7850,-491
1544,14748,3708,-4218,-5707,-5285
2772,17096,3024,-5881,-5383,-6779
3168,17276,2828,1096,-7279,-5295
2724,13984,3528,3079,-8341,-3151
2708,12712,3792,-4634,-7551,-759
3136,15696,3056,-8374,-7778,2775
3332,16688,2900,-5232,-8747,3158
2516,16368,3152,2138,-10646,4274
1360,14212,3768,643,-9767,111
1876,15300,3636,-6350,-7669,-5064
2800,17952,2880,-4487,-7866,-6883
2844,16724,3008,2667,-9458,-6638
2560,13296,3744,899,-9511,-5884
2820,13524,3556,-6985,-8826,-2900
3252,16600,2844,-6371,-10184,1800
2468,16652,2972,969,-12208,3321
1480,14520,3628,1612,-11975,118
1624,14652,3600,-4306,-10221,-4328
2520,17332,3104,-5188,-9893,-6277
2900,17880,2896,1214,-11247,-6609
2536,15024,3260,3776,-11827,-6905
2548,12980,3708,-2609,-11003,-5966
3104,14376,3260,-7178,-10857,-3371
3408,16728,2792,-4114,-12731,1608
2492,15908,3100,1915,-14476,3391
1596,14000,3612,162,-13815,946
1868,14904,3456,-5836,-12202,-2212
2456,17792,2884,-5115,-12136,-3741
2456,17648,2940,1242,-13094,-5172
2196,14616,3324,1661,-12843,-7191
2536,13588,3520,-4923,-11788,-6948
3364,15676,2908,-7368,-12330,-3056
3364,16780,2796,-1913,-14481,1270
2380,14820,3260,1565,-15487,2008
1188,12828,4112,2391,-6902,2877
3972,12204,4124,-2791,-3749,-69
2164,16084,3660,-3113,2171,-1423
2676,16292,2532,833,2918,-3364
896,16580,2872,-1284,-3590,-1923
2260,17508,1784,-4,-1221,-235
1852,16072,2144,-505,-2371,-2333
680,16768,2156,1621,1543,-1485
1892,16072,2072,2041,-737,-961
1400,15780,2248,2088,-1007,-1114
640,15568,2004,183,-1882,-1620
5316,14812,2596,2573,4309,-4428
3652,14580,3552,-6410,6885,2410
3476,15280,2512,-6167,5417,7876
3188,16148,2988,-1896,3574,11212
2492,16528,4220,-2152,3135,11854
1532,16576,4372,-7366,4726,7938
1428,16864,3168,-6950,6027,1132
1716,15824,2620,2610,5243,-3729
1900,14988,3040,9544,4108,-4685
2392,14288,4276,7664,4378,-4824
3364,15568,4180,2080,4805,-2870
4036,16628,3144,2172,3731,764
3880,15740,2956,6036,1585,5387
2944,13912,3468,5078,785,8996
1928,14536,3712,-3699,2639,7494
1960,17612,3172,-6943,4439,1561
2168,18620,3052,-1858,4492,-2927
1884,17488,3716,2314,4362,-5712
1652,15292,4072,731,5381,-8548
2148,14796,3872,-4063,6593,-9919
3288,15540,3000,-2638,5531,-6821
3460,14744,2904,4048,2331,877
2808,13284,3596,4256,430,8144
2424,14696,4072,-2041,643,11437
2724,17100,3804,-4795,664,11917
2728,18812,3300,-1999,36,11099
2104,17172,3300,3348,-514,7946
1392,14300,3648,2531,916,1239
1840,14432,3592,-3064,3415,-6419
3192,16680,3144,-2202,3941,-9747
3704,16720,3268,3533,2634,-8653
3424,14800,3868,4929,1915,-6186
3028,13612,4072,197,2238,-3208
2912,15020,3644,-4258,2319,685
2748,16864,3028,-1212,765,4684
1752,15996,3172,3589,-667,5915
1280,14960,3876,750,-63,3725
1776,16484,3860,-4521,1008,1054
2712,18340,3468,-4045,737,-210
3188,17552,3284,993,-525,-366
2896,14720,3452,3329,-996,-1055
2860,12340,3660,-737,-321,-859
3168,14220,3252,-4879,219,269
3272,17036,3136,-1069,-609,1077
2604,17176,3600,3608,-1356,326
1784,15904,4084,2571,-727,-1785
1484,15932,3976,-1886,595,-4290
1988,17068,3272,-2514,968,-5896
2388,16664,3012,2614,-307,-5300
2596,14080,3440,4014,-1470,-2386
2832,13532,3856,-1493,-1508,1457
3448,15808,3688,-4982,-2052,5292
3664,17592,3280,-2435,-3633,8399
3032,16520,3360,1571,-4942,9546
2080,14184,3716,488,-4511,7319
1660,14524,3540,-4398,-2535,1686
2804,16156,3464,2607,-1564,-8790
2932,14760,4020,-2994,-86,-10205
3300,15360,3516,-5520,-119,-7500
3468,15872,3124,-2284,-2062,-2081
2720,14696,3252,2283,-4304,3318
1956,13700,3756,1175,-4831,5619
1900,15676,3792,-1670,-4513,5367
2384,18344,3312,-73,-4870,4398
2348,18744,3428,4438,-5624,2760
2028,16504,3476,6124,-5541,-248
2084,14288,3656,1655,-4052,-3951
2744,14576,3268,-3988,-2814,-5381
3500,16176,3076,-4176,-3291,-3415
3376,16100,3356,-2610,-4229,-751
3016,15052,3908,-4628,-4266,869
2652,14820,3928,-8622,-3833,1793
2616,15332,3392,-9217,-3998,2441
2360,16452,3196,-3890,-5164,2450
1740,15244,3452,2446,-5758,-1013
1764,14408,3716,1911,-4666,-6078
2712,16108,3560,643,-3990,-8419
3460,17656,3368,3821,-4696,-7542
3348,16548,3436,6571,-5581,-5675
2776,14244,3588,3950,-5607,-3174
2508,14060,3424,-2612,-5147,252
2400,16156,3028,-3811,-5742,3246
1904,16724,3144,-163,-6837,3617
1716,15856,3888,-613,-6756,1816
2208,16008,3928,-4100,-6230,158
3016,17072,3452,-3858,-6612,-298
3224,16504,3212,454,-7885,188
2908,14048,3352,1651,-8363,645
2772,13300,3524,-1284,-7255,-2386
2916,14868,3336,-6975,-6292,-1774
2896,17460,3244,-6852,-6538,-1091
2408,17760,3496,-4212,-7049,-1533
1816,16148,3908,-4690,-6778,-3259
1848,15348,3604,-7191,-6102,-5291
2488,15944,3120,-4976,-6525,-5933
2780,15320,3036,1819,-8078,-4823
2724,13924,3628,3908,-8714,-3678
2896,14632,3796,1010,-8225,-2812
3188,17020,3468,241,-8063,-1852
2824,17656,3348,2789,-8428,-1191
1988,15988,3400,3366,-8271,-2000
1660,14736,3456,-1067,-7081,-3957
2272,15708,3240,-3880,-6600,-4122
2712,16712,3088,-1234,-7812,-1613
2872,15844,3588,1735,-9136,1054
2880,14792,3888,44,-9301,2791
3036,15320,3668,-2821,-9226,4003
2988,16344,3208,-1994,-9647,4766
2332,15720,3160,733,-9820,3262
1728,14612,3332,-1706,-8379,-1346
2116,15668,3372,-6922,-6514,-5459
2852,17640,3260,-7355,-6164,-6422
3040,17488,3520,-4726,-6819,-5359
2828,15404,3716,-4369,-7265,-3864
2788,14124,3676,-6755,-7277,-1923
2820,14992,3104,-6035,-8013,589
3368,16356,3204,472,-7673,-6197
3312,17572,3288,1945,-7156,-8795
3104,16456,3536,3530,-7503,-7480
2796,14696,3644,1195,-7182,-5947
2556,14192,3376,-3426,-7011,-2373
2500,15664,3128,-3304,-7848,1430
2144,16192,3224,939,-9107,3036
1980,15696,3756,2059,-9224,1884
2232,16184,3868,230,-8655,29
2804,17208,3488,336,-8538,-1197
3020,16872,3252,2976,-8995,-1693
2784,14720,3240,2974,-9002,-1779
2608,13736,3332,-2658,-8073,-994
2696,15488,3068,-7159,-7536,747
2604,17212,3216,-6382,-8064,1963
2204,16908,3640,-5129,-8304,1691
1976,16004,3788,-6459,-7790,214
2200,15844,3556,-7378,-7266,-1716
2564,15992,3008,-4358,-7464,-3029
2756,15204,3060,690,-8060,-4414
