ax,ay,az,gx,gy,gz
-14988,368,-3152,-3096,-377,-976
-17488,2060,-3760,2269,1065,3933
-14816,2564,-3768,-1657,-1910,-1836
-16556,1900,-3528,-586,2290,1170
-16004,1940,-3832,-715,-1744,-138
-16096,2040,-4044,18,1896,352
-16348,2428,-3972,-376,-476,-316
-15684,2148,-3768,-1151,202,728
-16340,2104,-3828,-453,339,-50
-15728,2164,-3776,-53,217,276
-16500,2284,-4008,172,13,2
-15824,2152,-3836,25,-882,456
-15980,2228,-3968,508,954,-207
-16268,2228,-4032,8,-806,614
-15656,2092,-3948,319,33,-129
-16360,2284,-4056,271,422,320
-15852,2224,-3860,22,-1185,142
-15880,2172,-3932,347,746,-110
-16384,2196,-4152,36,-681,282
-15656,2200,-3868,185,-557,-232
-16272,2176,-4036,227,640,234
-16148,2240,-3944,20,-1340,-282
-15764,2156,-3916,187,436,206
-16344,2232,-4032,187,-374,-287
-15724,2116,-3948,-25,-894,111
-16272,2252,-4004,264,312,-336
-15896,2244,-3900,-145,-1181,240
-15920,2188,-3980,267,743,-203
-16296,2216,-4044,-37,-772,118
-15616,2104,-3816,25,-85,57
-16336,2284,-4084,177,491,-130
-15844,2180,-3864,-178,-955,367
-15888,2228,-3912,224,905,-269
-16176,2292,-3948,-214,-556,511
-15648,2144,-3956,57,65,-174
-16324,2288,-3944,-9,628,402
-15848,2260,-3976,-182,-959,-55
-15928,2192,-3932,35,1049,303
-16288,2300,-4044,-191,-644,34
-15700,2168,-3952,-107,101,195
-16328,2304,-4016,-36,505,41
-15816,2160,-3852,-283,-895,129
-15996,2184,-4004,19,895,26
-16232,2248,-3984,-259,-927,-92
-15648,2204,-3828,-161,154,188
-16304,2288,-4056,-77,65,-335
-15812,2220,-3952,-412,-995,301
-15928,2212,-4056,39,718,-488
-16220,2244,-3984,-411,-952,259
-15664,2136,-3832,-109,-15,-380
-16324,2216,-4052,-202,105,57
-16300,2176,-4068,-247,255,157
-15800,2196,-3928,-346,-981,-345
-16076,2240,-3980,-141,862,136
-16112,2220,-4044,-394,-987,-216
-15780,2220,-3892,-242,562,170
-16320,2292,-4064,-303,-115,-153
-15720,2160,-3920,-405,-342,222
-16304,2180,-4032,-184,648,-184
-15904,2252,-3900,-556,-760,294
-15912,2160,-4024,-173,1032,-106
-16204,2276,-4032,-546,-643,198
-15796,2184,-3900,-319,415,25
-16352,2272,-4036,-317,223,-6
-15744,2160,-3856,-541,-562,154
-16164,2196,-3976,-251,864,-179
-16012,2220,-3984,-634,-933,243
-15824,2184,-3896,-284,633,-288
-16304,2188,-4072,-568,-442,188
-15732,2132,-3884,-449,-336,-356
-16168,2216,-4068,-440,479,78
-15884,2168,-4044,-571,-1024,-352
-16016,2224,-3972,-434,775,1
-16176,2308,-4036,-608,-1047,-467
-15724,2176,-3820,-500,499,19
-16220,2316,-4048,-534,-449,-434
-15772,2200,-3848,-692,-311,136
-16200,2272,-3960,-425,473,-515
-15920,2220,-3992,-829,-914,215
-15864,2220,-4116,-376,869,-430
-16208,2260,-3992,-784,-631,186
-15676,2196,-3816,-545,280,-305
-16272,2232,-4052,-631,313,105
-15800,2196,-3860,-735,-521,-112
-16128,2228,-3960,-546,1024,15
-16104,2228,-4020,-812,-761,64
-15760,2200,-3812,-592,771,-22
-16352,2220,-4020,-760,-120,63
-15764,2216,-3948,-697,-104,-66
-16200,2264,-3940,-632,747,53
-15960,2236,-3916,-831,-695,-57
-16020,2284,-3916,-608,939,-27
-16176,2216,-3972,-852,-814,-184
-15720,2164,-3948,-733,446,38
-16296,2260,-4068,-718,-150,-388
-15772,2120,-3868,-892,-481,99
-16176,2280,-4064,-563,594,-557
-15968,2236,-4028,-997,-987,103
-15904,2260,-3884,-572,565,-617
-16240,2208,-4016,-909,-557,41
-15784,2248,-3868,-752,-120,-562
-16252,2244,-4084,-781,372,-52
-15804,2284,-3832,-857,-855,-387
-16040,2224,-4056,-728,811,-107
-16220,2256,-4112,-907,-815,-325
-15744,2164,-3856,-759,513,-39
-16288,2352,-4064,-831,-219,-295
-15740,2212,-3936,-902,-80,77
-16188,2216,-4008,-703,682,-206
-15856,2232,-3884,-1025,-677,122
-15884,2208,-3980,-684,957,-94
-16228,2252,-4028,-926,-519,16
-15684,2164,-4008,-823,400,45
-16304,2256,-4064,-747,292,-135
-15808,2140,-3980,-992,-417,181
-16048,2220,-3968,-640,889,-267
-16100,2232,-4012,-1041,-734,192
-15844,2256,-4016,-645,611,-401
-16260,2284,-3976,-936,-233,115
-15708,2164,-3896,-803,-274,-433
-16192,2244,-3984,-785,537,-8
-15944,2168,-3888,-901,-957,-423
-16084,2216,-4004,-724,698,-116
-15960,2244,-4048,-936,-950,-428
-15944,2216,-4008,-700,747,-194
-16092,2212,-3956,-924,-914,-343
-15872,2144,-3920,-726,652,-222
-16212,2292,-4036,-893,-675,-240
-15820,2284,-3912,-731,443,-287
-16312,2272,-4056,-925,-265,-100
-15752,2204,-3872,-794,143,-241
-16240,2252,-4080,-859,152,52
-15732,2168,-3940,-852,-161,-215
-16268,2296,-4012,-859,350,222
-15768,2172,-3868,-885,-322,-213
-16360,2324,-4160,-641,4394,1694
-17552,2424,-4304,-813,-2585,-1682
-14000,1920,-3488,-1169,1274,2079
-16980,2384,-4192,-1273,-937,1157
-15688,2196,-3900,-230,3049,-341
-16788,2328,-4200,-748,-2357,-1685
-15076,2088,-3768,-916,-876,99
-16932,2348,-4128,-1015,199,1241
-15768,2180,-3884,-669,193,-80
-16596,2220,-4144,-668,-816,-566
-16084,2176,-3988,-898,-3506,-1464
-15744,2272,-3956,-930,-355,550
-15936,2172,-3908,-685,1757,918
-16604,2228,-4024,-536,-2102,-2132
-17512,2608,-4476,463,-10813,-10790
-10960,1288,-3044,-4920,-14719,8186
-16324,1972,-4872,4833,20501,-8011
-18620,2512,-5468,-5910,-20623,7282
-25240,4780,-6988,-197,14509,7362
-10084,1672,-2932,-2908,-14118,-3321
-19244,3896,-6284,3957,28350,6115
-17064,3188,-5412,-4669,-23466,-2108
-11596,2272,-4252,3988,26153,5374
-23288,4560,-6160,-1533,-11933,-2872
-7588,1332,-2512,-557,2818,5566
-21988,4508,-6152,-3772,-19543,-105
-17032,3056,-5856,-7500,-27117,6212
-11628,1780,-3628,5364,14678,-9225
-23884,4808,-6392,-4530,-13715,4501
-8364,1224,-2552,-29,-6355,-6505
-22488,4680,-5980,1421,10887,1313
-12988,2228,-4524,-4998,-24566,-2547
-13948,2688,-4460,4208,20672,-966
-19516,3532,-5636,-4298,-19383,-476
-8460,1552,-2716,1692,8067,-420
-22500,4204,-5708,1343,6848,1070
-11100,2132,-3540,-2975,-15202,39
-16456,3016,-5344,5139,24942,2412
-19360,3872,-5508,-2980,-17292,-420
-9996,1684,-3320,2951,17220,4752
-24268,4864,-6088,1688,1371,-2523
-9948,1600,-2876,-2210,-4240,7296
-20472,3872,-6092,6270,20443,-4710
-15836,2792,-4756,-5218,-16969,8191
-12460,2004,-4184,6128,20371,-5128
-22004,4380,-5760,-2812,-7632,6000
-8756,1288,-2576,624,-1635,-2629
-20800,4240,-5680,2679,13319,1193
-14304,2400,-4492,-4664,-20949,1273
-13004,2524,-4136,4346,16113,-3032
-21544,4004,-5732,-3394,-13532,2490
-9556,1892,-2860,558,-4030,-3867
-22280,4320,-5736,1301,6368,1797
-13284,2548,-4444,-3181,-22540,-3397
-16192,3024,-4764,3694,15806,1412
-19620,3888,-5800,-2916,-21952,-3546
-10220,1772,-3140,1530,5990,2663
-22568,4436,-5780,1523,-3115,-4672
-10408,1856,-3280,-2983,-13183,4476
-17884,3220,-5088,5523,14825,-5315
-15724,2900,-4824,-4418,-18437,5191
-11404,1780,-3608,4933,14811,-3956
-21040,4232,-5488,-2058,-7417,4279
-9420,1488,-2840,1271,1510,-1594
-21264,4336,-5872,3243,13969,901
-13568,2276,-3992,-2789,-12829,1885
-15544,3024,-4968,5519,22225,-1521
-20068,3704,-5392,-2515,-10141,3466
-10940,1980,-3468,3524,11065,-2221
-22404,4348,-5692,1238,5995,3319
-11512,2180,-3432,-510,-8690,-1728
-17620,3372,-5124,4382,19206,2599
-17164,3316,-4792,-1918,-16266,-1640
-11116,2044,-3448,2806,11883,2967
-21328,4116,-5524,1154,-3510,-2716
-10856,1984,-3344,-1972,-9769,4089
-18536,3388,-5124,4588,11563,-3577
-15484,2836,-4880,-4379,-20113,4678
-13912,2396,-4048,4248,10764,-3375
-21220,4264,-5836,-2934,-14254,3393
-10700,1744,-3164,593,-3277,-1233
-21760,4460,-5604,1145,2254,842
-12884,2176,-4084,-3405,-17656,1574
-16320,3164,-4656,3943,12676,-1767
-18116,3212,-5100,-3657,-16489,3341
-10712,1996,-3116,2684,5194,-2937
-20632,3976,-5284,379,1766,3136
-11572,2192,-3572,-811,-11078,-2458
-16476,3168,-4800,4062,17256,1994
-17436,3280,-4924,-1212,-13152,-2144
-11612,2128,-3556,3318,13018,1627
-21652,4200,-5568,2169,1465,-2891
-11212,2080,-3268,758,1355,2341
-20492,3836,-5596,5122,13848,-4103
-14896,2844,-4340,-1942,-10462,2889
-15056,2616,-4656,5906,18201,-4032
-19744,3964,-5196,-1325,-7890,2108
-10904,1828,-3128,2492,5619,-1700
-20644,4220,-5492,2203,6360,-347
-12656,2140,-3736,-2290,-11574,1900
-15704,3068,-4624,4225,13821,-2453
-18296,3352,-5016,-3364,-13394,4240
-11440,2092,-3252,1832,2672,-2370
-20988,4076,-5424,-502,-147,4353
-12628,2292,-3820,-2055,-14166,-829
-17932,3560,-4784,1952,10227,3708
-16524,3160,-4936,-3255,-19283,77
-13784,2640,-3832,1736,8589,3659
-20516,3996,-5576,-1355,-11206,-296
-11236,2008,-3132,-912,-3814,3979
-19572,3724,-5144,2489,5046,-1491
-13832,2576,-4168,-3063,-14659,3694
-14192,2500,-4060,4039,12296,-1904
-18808,3776,-5092,-1434,-9235,1413
-10828,1804,-3048,1539,2730,-538
-19744,3928,-5292,2965,7554,-2309
-13488,2392,-3748,-1579,-9098,1258
-16072,3024,-4744,5327,16233,-5053
-18872,3560,-5012,-1627,-7758,1660
-12436,2192,-3716,3899,9407,-5521
-21164,4188,-5544,1042,4493,930
-11868,2260,-3272,1673,902,-4372
-19568,3816,-5364,2670,11570,404
-14456,2764,-4060,-1179,-10854,-2944
-14404,2728,-4332,3145,14391,874
-18844,3612,-5068,-887,-8247,-1961
-11352,2112,-3216,-1,1298,2431
-19392,3692,-5044,1802,4715,-1361
-13932,2676,-4000,-3345,-13178,3684
-15400,2800,-4300,2485,9956,51
-19008,3704,-5212,-3294,-13156,3445
-12296,2088,-3448,-76,1164,2355
-20972,4244,-5408,-553,-1837,1763
-13084,2148,-3860,-3412,-11405,4471
-17832,3540,-4780,1893,8048,-208
-16700,2992,-4868,-4431,-14851,5150
-15684,3076,-4452,2134,9974,-63
-17788,3248,-4884,-3235,-11343,3054
-11572,2120,-3344,1103,3105,-1763
-19212,3684,-4980,317,3661,1704
-13052,2476,-3684,-1272,-9014,-2469
-15680,2992,-4504,2906,13965,101
-17924,3468,-4824,-967,-8557,-3406
-12456,2300,-3580,1922,8545,-557
-20476,3924,-5300,1969,3825,-4615
-13256,2508,-3756,-788,-3555,-332
-17932,3228,-4936,4129,13967,-4961
-17208,3416,-4636,-1922,-8409,-511
-13436,2352,-3924,3002,11535,-3383
-19872,3976,-5208,-259,-1074,-1569
-12144,2152,-3388,-855,-1913,-170
-18616,3680,-4972,1667,7979,-1942
-14636,2684,-4132,-3495,-10736,2315
-14296,2660,-3952,1931,9482,-2018
-18924,3604,-5000,-3224,-7501,3822
-12232,2272,-3472,-1043,-2776,-487
-19428,3796,-5080,-740,3816,3816
-14792,2708,-4284,-3736,-13841,1075
-16004,2996,-4392,274,8034,3633
-18844,3536,-5176,-3462,-12520,1340
-12840,2496,-3440,-1247,847,3671
-19788,3840,-5232,-775,-1039,531
-13340,2500,-3800,-3412,-10035,3186
-16208,2968,-4444,1481,8687,-119
-16792,3232,-4600,-3096,-10993,1210
-12132,2124,-3388,543,5369,352
-19032,3788,-4900,-320,-655,-1573
-12440,2168,-3520,-1551,-3556,738
-17288,3248,-4828,2890,11353,-4419
-16472,3156,-4516,-2567,-7437,888
-13916,2448,-4028,2947,11105,-5254
-19976,3860,-5152,-762,370,-150
-12916,2340,-3652,461,1044,-4440
-16940,3204,-4772,1805,12945,-583
-14624,2748,-4140,1097,11038,606
-18220,3576,-4852,-1990,-6514,-1651
-12352,2300,-3452,-1603,290,2371
-18704,3568,-4876,15,3127,-1260
-14516,2720,-4164,-4279,-11156,3368
-15780,2880,-4260,526,6842,-171
-18500,3604,-5036,-4173,-11347,2907
-13632,2520,-3892,-781,2180,684
-19796,3880,-5228,-3189,-6667,2747
-12956,2296,-3724,-2761,-5674,1467
-18556,3672,-4936,-582,3596,691
-14920,2668,-4204,-4318,-11863,2142
-14524,2732,-3940,620,7327,-982
-17988,3420,-4708,-3084,-6553,1692
-12152,2240,-3384,-733,279,-1709
-18052,3508,-4708,-43,6307,482
-14332,2660,-4032,-2184,-7166,-2155
-15188,2824,-4300,1453,12416,-288
-18176,3528,-4764,-1324,-4156,-2955
-13228,2428,-3760,260,7081,-100
-19616,3728,-5156,964,5902,-3693
-14256,2668,-3928,-1853,-1968,346
-17296,3184,-4816,2303,12771,-3618
-16452,3168,-4408,-2776,-5500,651
-14192,2512,-3904,1479,10555,-2658
-18752,3744,-5028,-1753,-1373,-127
-12664,2180,-3436,-1494,-326,-323
-17856,3496,-4752,250,6682,-1339
-15060,2784,-4196,-3966,-9420,1635
-14528,2692,-4024,254,6483,-1589
-18512,3552,-4936,-3619,-7171,2112
-13184,2460,-3536,-1965,-3291,-897
-19024,3632,-5024,-1704,1014,1704
-14960,2852,-4248,-3931,-12167,-426
-16420,3140,-4420,-722,5116,1495
-17836,3476,-4912,-3764,-11947,-706
-13516,2572,-3764,-1617,1029,1687
-18772,3636,-4884,-1981,-4919,-1573
-12908,2376,-3592,-2942,-5011,1899
-16916,3212,-4548,450,5693,-2189
-15336,2952,-4208,-3553,-8585,1372
-13624,2452,-3792,677,7903,-1451
-18252,3596,-4796,-1553,-1235,-293
-12872,2332,-3636,-1271,986,100
-18068,3484,-4872,1044,9502,-1901
-15572,2860,-4236,-2705,-4103,1259
-15472,2884,-4500,1770,12450,-2389
-18652,3648,-4912,-2102,-1038,1382
-13628,2492,-3852,268,5994,-1871
-19036,3692,-5064,-199,6892,986
-14248,2700,-3936,-1797,-3358,-1138
-16196,3116,-4484,824,11140,707
-16100,3088,-4488,-2484,-6867,-1042
-13956,2544,-3824,2,7303,928
-18088,3508,-4828,-1768,-4358,-1569
-13064,2464,-3556,-2006,-1801,1396
-18348,3520,-4892,-419,1036,-2278
-14556,2692,-4040,-3746,-9745,1598
-16880,3164,-4532,299,3771,-2674
-16976,3268,-4700,-4125,-11982,1328
-14932,2792,-4124,-33,2295,-2543
-18656,3688,-5104,-3190,-8290,800
-13460,2444,-3700,-1167,-2287,-1997
-18484,3620,-4912,-1448,-784,125
-13484,2464,-3708,-2403,-7092,-1144
-16404,3236,-4336,208,6402,-224
-15424,2940,-4196,-2733,-7715,-398
-14704,2688,-4136,632,9032,316
-17680,3380,-4632,-1672,-2699,-190
-13208,2520,-3660,-564,3833,797
-18588,3540,-4880,272,5996,-80
-14668,2764,-4044,-1768,-1667,1421
-16824,3188,-4656,1521,12057,308
-17460,3472,-4640,-1806,-2960,1047
-14232,2604,-4016,652,8848,1191
-18832,3664,-4892,-199,2580,-168
-13708,2464,-3732,-1496,-500,2190
-16916,3236,-4584,1380,8305,-1510
-15936,2992,-4320,-2725,-6204,2295
-13904,2528,-3884,858,5334,-1976
-18116,3580,-4720,-1597,-2496,1082
-13472,2468,-3784,-1451,-4911,-1517
-17460,3384,-4684,67,3454,-566
-14552,2712,-4132,-2183,-9207,-2045
-16932,3244,-4596,171,3417,-703
-17256,3316,-4712,-2639,-11381,-1968
-14456,2764,-3908,-318,675,-844
-18756,3624,-4904,-1178,-5001,-2117
-13916,2652,-3880,-1866,-6419,-459
-17020,3212,-4412,565,3304,-1819
-15760,3044,-4388,-2485,-9119,-329
-13848,2512,-3800,487,4755,-407
-17664,3528,-4624,-804,-2064,-922
-13248,2380,-3632,-1309,-1264,1628
-16844,3228,-4476,1417,7530,-1355
-15860,2960,-4272,-2255,-4133,2859
-14672,2748,-4168,1589,9098,-803
-18548,3676,-4952,-1020,1171,2832
-14088,2564,-3868,456,4658,40
-18760,3668,-5000,488,7380,2345
-15204,2860,-4012,-1132,-2206,966
-16244,3160,-4516,1536,10611,1439
-17300,3328,-4540,-1222,-3120,1098
-13740,2580,-3800,523,4751,786
-17868,3404,-4712,208,2649,512
-14116,2696,-3836,-1329,-5109,140
-15744,2984,-4272,1091,6073,-22
-16984,3232,-4516,-1562,-7751,-1047
-13792,2552,-3796,-151,393,63
-18556,3584,-4892,-65,-2396,-2490
-14624,2732,-4004,-2034,-8277,349
-17032,3296,-4508,1112,2139,-3268
-17136,3332,-4676,-2530,-10577,197
-14960,2760,-4120,873,1161,-3092
-18364,3604,-4980,-1528,-6072,-103
-13724,2460,-3792,-665,-4558,-1858
-13288,2404,-3688,-335,-2613,-1509
-14344,2648,-3864,-1076,-4832,-356
-15292,2908,-4204,1386,8564,1145
-17296,3248,-4608,-721,-2404,439
-13888,2564,-3860,554,5132,1763
-18344,3524,-4796,1021,5772,672
-15064,2832,-4092,-738,-998,2170
-16672,3076,-4564,2119,10491,855
-17512,3372,-4576,-727,-2031,1773
-14408,2652,-4076,1231,6755,1403
-18276,3592,-4808,786,3026,400
-14124,2532,-3972,-728,-1801,2090
-16180,3060,-4464,2016,6930,-1100
-15912,2924,-4348,-1546,-5949,1902
-14156,2692,-3868,1382,3248,-1701
-17736,3436,-4720,-900,-3886,1082
-13928,2564,-3824,-323,-4696,-1645
-17520,3384,-4668,549,1400,-162
-16140,2948,-4388,-1631,-10369,-1251
-15472,2960,-4200,794,1322,-933
-18276,3512,-4848,-1128,-7793,-1096
-14304,2700,-4028,-364,-4318,-774
-17900,3460,-4684,462,-575,-1037
-15100,2824,-4184,-1422,-9023,-529
-15212,2820,-4084,1198,3468,-468
-16976,3332,-4532,-726,-5966,-659
-13400,2432,-3692,225,132,808
-17044,3320,-4480,1398,3094,-1168
-14384,2632,-3880,-849,-3427,1903
-15580,2924,-4228,2374,8047,-1114
-17128,3296,-4528,-577,-1699,2265
-14160,2640,-3924,1644,5552,-363
-18400,3624,-4944,1153,5329,1607
-14956,2716,-4116,226,-146,658
-16912,3280,-4704,2411,9871,682
-17048,3168,-4448,-214,-1918,1291
-14548,2812,-3960,1921,6699,117
-17904,3384,-4676,777,2329,1149
-14208,2724,-3876,248,-1691,-7
-16316,3068,-4384,1684,6227,783
-16112,3052,-4360,-619,-6080,-274
-14112,2588,-3828,860,2261,815
-17744,3400,-4724,280,-2556,-866
-14260,2700,-3968,-797,-5169,1091
-17340,3316,-4632,1094,683,-1374
-16416,3104,-4464,-1830,-9933,1234
-15420,2900,-4100,974,268,-1191
-18280,3584,-4896,-1070,-7100,728
-14328,2628,-3904,-342,-4913,-257
-17660,3472,-4740,642,-328,-245
-15256,2804,-4152,-1396,-8554,815
-14936,2864,-4144,1522,2805,-959
-16872,3224,-4544,-623,-4614,1295
-13496,2496,-3672,802,-615,-873
-16836,3196,-4452,1289,4003,907
-14968,2820,-4040,-37,-3929,-454
-15108,2872,-4316,2220,7804,468
-17460,3320,-4576,701,-401,-430
-14356,2740,-3924,1460,4147,463
-18180,3468,-4792,2130,5492,-813
-15320,2900,-4132,544,-61,694
-16584,3140,-4544,2995,9244,-971
-17132,3284,-4500,291,-1518,465
-14496,2680,-4016,2087,5798,-345
-17712,3476,-4724,1318,2274,-316
-14356,2620,-3920,84,-1939,858
-16108,3084,-4416,2128,5267,-1031
-16280,3004,-4288,-878,-5572,1741
-14164,2632,-3936,1182,1035,-813
-17656,3452,-4808,-165,-2246,1700
-14636,2688,-4020,-737,-6681,170
-16908,3256,-4488,654,1208,1314
-16824,3204,-4752,-1513,-9549,991
-15188,2976,-4052,336,-658,1182
-17984,3420,-4832,-946,-6769,992
-14444,2736,-3976,-525,-4577,1402
-17364,3260,-4568,594,-196,709
-14948,2836,-4076,-1089,-7368,1311
-15228,2888,-4044,1387,3235,300
-16568,3208,-4388,-329,-4786,369
-13660,2524,-3744,822,862,584
-16936,3220,-4444,1732,3140,-1145
-14860,2856,-4024,-36,-2631,741
-15556,2916,-4228,2868,7444,-2222
-17304,3352,-4592,470,-578,292
-14528,2684,-4052,2273,4756,-2311
-18124,3568,-4888,1888,5275,-631
-15284,2852,-4188,972,-205,-1678
-16584,3220,-4652,2694,8483,-1313
-16848,3256,-4508,437,-1661,-979
-15428,2940,-4264,2155,7140,-622
-17104,3220,-4536,263,-1820,-667
-14044,2708,-3832,727,894,33
-16876,3240,-4492,1006,2377,106
-15128,2860,-4184,-952,-5897,855
-15348,2896,-4076,835,2726,1098
-17328,3352,-4688,-1028,-6009,1149
-14500,2648,-4076,-671,-2742,2416
-17924,3432,-4776,-38,-1668,982
-15584,2852,-4308,-2014,-8025,3370
-16452,3120,-4488,549,787,795
-17228,3292,-4708,-1937,-7677,3336
-14596,2680,-4000,37,-1434,850
-17400,3312,-4580,-437,-1849,2187
-14408,2640,-3928,-836,-5285,926
-15864,3020,-4264,1060,3350,721
-15244,2812,-4120,-577,-5087,86
-14676,2740,-3936,1626,4901,-469
-16848,3120,-4460,456,-1251,-858
-14240,2656,-3928,1366,2547,-1420
-17584,3352,-4684,1920,4556,-1898
-15328,2892,-4088,734,-587,-1855
-16784,3184,-4608,2668,7900,-2478
-16784,3220,-4436,508,-1395,-2013
-15360,2788,-4264,2216,6772,-2202
-17696,3472,-4624,751,599,-1991
-14400,2632,-3916,732,1925,-1028
-17156,3272,-4576,1326,3731,-1744
-14908,2804,-4004,-857,-3307,527
-15516,2944,-4136,1150,4277,-978
-16500,3080,-4492,-1527,-4714,1829
-14728,2788,-3996,128,1044,335
-17468,3356,-4604,-1416,-3346,2707
-14756,2752,-4024,-1335,-4347,1525
-17592,3380,-4688,-854,-205,2967
-15904,2964,-4388,-2217,-7825,2146
-16320,3132,-4328,-491,1267,2903
-17012,3168,-4560,-2014,-7217,1885
-14696,2772,-4032,-724,-113,2550
-17284,3264,-4564,-832,-2669,850
-14272,2600,-3868,-1221,-3158,1866
-16188,3048,-4272,658,2858,-581
-15248,2972,-4068,-1169,-4139,697
-14728,2736,-3976,1350,4873,-1695
-16884,3264,-4444,-123,-784,-867
-14332,2660,-3972,950,2775,-2248
-17716,3388,-4716,889,3254,-1936
-15100,2804,-4096,567,781,-2744
-17432,3408,-4784,1616,6456,-2485
-15940,3000,-4280,-25,-1072,-2545
-16032,3092,-4436,1617,7206,-2390
-16968,3280,-4496,-359,-1140,-1909
-14612,2736,-3960,533,3696,-1481
-17064,3272,-4624,-129,1318,-983
-14428,2644,-3928,-1074,-2148,-147
-16200,3048,-4460,-15,3333,244
-15844,3012,-4372,-2039,-5615,938
-15112,2812,-4040,-746,1572,1588
-17480,3404,-4716,-1995,-4748,1492
-14828,2680,-4036,-1963,-2906,2741
-17768,3428,-4800,-1349,-1665,1496
-15272,2828,-4244,-2683,-5857,3124
-16972,3336,-4536,-873,365,1252
-16052,2992,-4376,-2878,-6967,2870
-15196,2892,-4120,-546,1262,513
-16704,3160,-4456,-2013,-3918,1918
-14000,2628,-3824,-787,-693,-270
-16544,3152,-4308,-437,1839,450
-14632,2728,-4044,-1054,-2755,-1092
-15584,3012,-4280,702,5821,-866
-16396,3112,-4424,-582,-1536,-1998
-14936,2800,-4148,773,5520,-1565
-17660,3344,-4720,420,2449,-2791
