ax,ay,az,gx,gy,gz
-15404,5916,-3680,-1212,-6025,1129
-14260,5252,-3448,204,-2936,561
-14124,5400,-3472,2224,1318,-898
-15344,5964,-3744,3242,4824,1099
-16188,6136,-3848,3333,5086,907
-15944,6092,-3668,2569,2091,-1725
-15112,5828,-3572,704,-1532,65
-14788,5576,-3588,-716,-4051,1564
-15236,5836,-3636,-550,-4361,-8
-15768,6096,-3748,-472,-3125,1779
-15312,5832,-3556,-169,-1824,2661
-15020,5652,-3520,1003,-422,-564
-15376,5960,-3604,1758,959,-1664
-15524,5948,-3740,1993,2372,-542
-15212,5680,-3756,2638,3356,-2488
-14852,5740,-3540,2023,2438,-1844
-15164,5804,-3556,239,-178,1730
-15952,6044,-3684,-1166,-3280,2316
-16212,6224,-3740,-1824,-5340,1443
-15140,5772,-3704,-1807,-4263,3303
-14124,5288,-3452,-189,-1052,1537
-14408,5464,-3536,1800,2292,-2073
-15848,6116,-3700,2382,4094,-1894
-16372,6192,-3756,1830,2990,-2223
-15556,5896,-3612,1012,626,-3516
-14628,5772,-3424,-451,-1306,-311
-14696,5624,-3612,-1489,-2377,2852
-15504,5796,-3768,-1289,-2318,2195
-15940,6252,-3732,-1280,-1928,2895
-15368,5864,-3588,-1192,-1543,3121
-14904,5620,-3408,-84,-560,-679
-15180,5884,-3544,930,893,-3255
-15424,5984,-3744,1281,2741,-2220
-15340,5792,-3664,1623,3565,-3058
-15084,5852,-3548,887,2191,-2413
-15368,6000,-3540,-1045,-549,1459
-15868,6032,-3756,-2470,-3360,3028
-15872,6028,-3804,-2640,-4493,1945
-14980,5740,-3672,-2062,-2360,3249
-14372,5432,-3448,-553,565,1340
-14924,5552,-3536,1102,2918,-2378
-16120,6280,-3812,1300,3639,-2714
-16192,6156,-3628,583,2521,-2285
-15180,5768,-3644,1,970,-3233
-14520,5640,-3468,-1088,-428,-661
-14888,5680,-3576,-2151,-1559,2526
-15824,6020,-3784,-2264,-2185,2000
-16096,6168,-3724,-2397,-2610,1784
-15328,5772,-3520,-2305,-2028,2244
-14692,5536,-3480,-1006,-133,-520
-14976,5784,-3588,463,2589,-2706
-15544,6004,-3812,1019,4842,-1411
-15564,5864,-3712,921,4632,-2072
-15312,5924,-3584,-868,834,-1317
-15264,5788,-3548,-2709,-2437,1264
-15512,5844,-3728,-3444,-4371,869
-15468,6000,-3772,-3124,-3703,509
-15004,5744,-3628,-2461,-1373,1824
-14724,5560,-3516,-1178,1133,374
-15276,5880,-3692,10,3134,-1574
-16056,6168,-3744,101,3939,-654
-15644,5996,-3620,-220,3605,-372
-14796,5580,-3572,-436,2530,-1676
-14564,5584,-3436,-1463,655,-571
-15276,5804,-3644,-2615,-1582,516
-16176,6132,-3804,-3083,-3410,-1119
-15948,6116,-3816,-3358,-3988,-1143
-14804,5712,-3544,-2962,-2323,490
-14384,5412,-3516,-1513,1103,-112
-15052,5748,-3584,-55,4524,83
-15956,6176,-3856,222,5985,1996
-15824,5952,-3648,-166,4174,492
-15112,5832,-3516,-1277,712,-1029
-15064,5780,-3580,-2696,-2357,-708
-15340,5824,-3600,-3027,-3706,-2224
-15484,6024,-3704,-2529,-2791,-3325
-15244,5804,-3576,-2297,-1044,-932
-14912,5632,-3536,-1736,634,64
-15324,5888,-3684,-1244,2073,772
-15768,6108,-3704,-1232,3081,3283
-15356,5816,-3660,-738,3599,2855
-14824,5656,-3580,-467,2834,307
-14960,5816,-3524,-1152,764,-729
-15824,5956,-3648,-1987,-2063,-2920
-15964,6160,-3816,-2281,-3517,-5026
-15164,5800,-3536,-2372,-2486,-2735
-14412,5476,-3516,-1720,-12,-648
-14728,5672,-3504,-1013,2147,837
-15904,6172,-3816,-1095,3113,3820
-16140,6152,-3868,-1408,2257,4458
-15236,5792,-3640,-1210,899,1636
-14520,5528,-3412,-1209,39,-15
-14840,5620,-3592,-1005,-343,-2177
-15704,6044,-3788,-517,-484,-5214
-15900,6204,-3752,-916,-833,-4367
-15184,5808,-3520,-1538,-1079,-1696
-14708,5552,-3536,-1538,-604,16
-15204,5824,-3568,-1549,553,3005
-15676,5940,-3796,-1184,2031,5308
-15592,5952,-3692,-641,1876,3006
-15140,5840,-3512,-682,628,1064
-15052,5800,-3496,-803,-712,-1268
-15396,5932,-3640,-457,-1334,-4819
-15544,5996,-3672,-171,-678,-5055
-15132,5804,-3564,-298,304,-2506
-14880,5648,-3584,-439,541,-789
-15432,5908,-3584,-1047,240,2099
-15936,6096,-3720,-1655,-224,5143
-15536,5832,-3780,-1210,-106,4066
-14772,5660,-3624,-401,582,1922
-14584,5556,-3476,81,898,56
-15492,5892,-3656,536,316,-3613
-16132,6228,-3724,367,-843,-5383
-15524,5996,-3708,-303,-1319,-3362
-14532,5528,-3620,-252,-664,-1649
-14696,5664,-3492,-350,279,1226
-15568,6080,-3696,-655,974,4804
-16068,6080,-3840,-549,567,4643
-15376,5900,-3712,-430,-271,2739
-14636,5612,-3468,-249,-617,978
-14800,5544,-3516,432,-600,-2427
-15596,5944,-3688,1033,-281,-5043
-15856,6088,-3796,741,-294,-3802
-15212,5768,-3564,225,-816,-2288
-14908,5732,-3412,-191,-994,-58
-15184,5880,-3656,-579,-460,3674
-15532,5876,-3728,-268,665,5074
-15468,5888,-3624,521,1442,3445
-15068,5736,-3552,643,901,2053
-15088,5700,-3560,586,-766,-1164
-15584,5980,-3668,580,-2209,-4464
-15668,6096,-3796,408,-2359,-4084
-15040,5804,-3544,528,-1311,-2680
-14688,5624,-3532,753,-101,-936
-15152,5804,-3596,483,806,2659
-15856,6124,-3768,310,1089,4760
-15688,5988,-3808,639,899,3631
-14892,5744,-3516,851,697,2559
-14592,5544,-3508,987,-106,347
-15336,5820,-3640,1069,-1386,-3000
-16112,6228,-3772,547,-2783,-3820
-15748,5936,-3724,-34,-3440,-2601
-14752,5628,-3536,222,-2390,-1585
-14512,5572,-3524,727,-71,1100
-15276,5816,-3724,1236,2381,3797
-15392,5844,-3592,1541,2468,3571
-14632,5520,-3420,1169,-507,-471
-15192,5804,-3672,677,-2248,-1895
-15936,6084,-3780,-56,-3613,-1950
-15716,5988,-3884,-245,-4125,-2534
-14884,5736,-3488,-94,-2837,-791
-14596,5512,-3448,646,-23,1508
-15136,5724,-3672,1871,2852,1758
-15804,6128,-3800,2377,4213,2120
-15656,5988,-3672,1954,3009,2074
-15020,5800,-3496,1132,36,-34
-15132,5788,-3600,29,-2982,-956
-15476,6000,-3688,-765,-4552,-631
-15592,5940,-3644,-638,-4171,-1282
-15120,5776,-3608,-192,-2541,-397
-14744,5624,-3484,422,-320,953
-15208,5756,-3564,1433,1854,456
-15648,6020,-3700,2053,3419,601
-15492,5972,-3716,2037,3642,1027
-14956,5672,-3500,1570,2083,-47
-15008,5728,-3520,440,-783,-525
-15636,6064,-3768,-934,-3585,285
-15964,6068,-3876,-1654,-5120,145
-15360,5876,-3676,-1333,-4410,-279
-14540,5552,-3488,-456,-1664,575
-14492,5580,-3372,906,1628,630
-15372,5912,-3688,2075,4060,-394
-16020,6160,-3764,2101,4367,-346
-15480,5904,-3680,1170,2523,6
-14880,5692,-3504,144,-248,-621
-15028,5820,-3648,-1004,-2819,-171
-13084,4700,-4720,11908,378,3359
-15076,5964,-5644,-5842,-1910,3
-15172,4960,-4264,2006,-1697,1150
-15472,5320,-2160,-1535,109,-833
-14876,5456,-192,14,866,-837
-16836,4816,-1948,-4167,32,780
-19236,5560,4080,-842,4550,-3249
-17916,3068,64,819,-2904,4370
-16244,4432,296,-1532,-6282,4084
-15488,6188,680,-746,-1111,-1548
-18128,7268,1204,-3728,9262,5059
-15484,9028,2272,-1614,-2986,517
-15532,8892,4088,-4476,-3776,1135
-13920,7608,4708,-967,373,-1684
-14784,7844,4184,-357,2010,-1792
-14252,6552,3796,787,462,11
ax,ay,az,gx,gy,gz
-14740,5664,-2488,-3841,-922,-2579
-14772,6004,-2484,-2970,1502,-1682
-14980,5876,-2360,-2696,3374,2647
-15276,5900,-2496,-2314,3370,-432
-15808,6344,-2408,-2554,1941,-2721
-15828,6412,-2612,-3898,157,1587
-15212,5796,-2584,-4199,-774,972
-14524,5592,-2532,-3352,31,-3328
-14632,5920,-2592,-2877,1804,-712
-15064,5792,-2524,-2680,2775,1561
-15780,6116,-2532,-2440,2130,-2365
-16272,5440,-2284,-1895,-1562,-1781
-15108,5944,-2532,3588,-2017,1102
-14736,5788,-2360,-391,-26,4257
-15240,4848,-2548,2602,-769,-2723
-15436,6036,-2476,1169,-1011,-292
-16024,6144,-2448,-2131,-1536,-1272
-15472,6060,-2412,-4399,386,-1617
-15832,5396,-2176,542,-351,-802
-15148,5536,-2092,-3994,873,-846
-14976,4748,-1768,-507,-179,-1560
-15848,4736,-1632,-719,-485,-1046
-15872,3908,-1476,-1348,-167,-1884
-15580,4088,-1656,-1703,-502,-2509
-16000,3340,-1408,-335,-305,-618
-16272,3256,-1248,-841,61,-558
-16164,2828,-1180,-648,-449,94
-15096,5584,-2492,364,2660,-5752
-15880,6748,-2496,-599,2298,984
-16348,6388,-2592,-2887,121,12874
-15336,5684,-2568,-1312,-828,-1393
-14824,6208,-2536,-732,691,-121
-14588,5788,-2492,-963,1882,5368
-15544,5604,-2496,447,1929,-6345
-16968,7036,-2692,75,153,-10970
-16004,6464,-2464,-2539,-1836,1859
-14444,5272,-2448,-2178,-2137,-1613
-14596,5776,-2452,-1132,-879,-3896
-15728,6584,-2712,-1541,1578,9201
-16120,5940,-2576,-777,2328,7816
-15924,6276,-2516,-131,465,-2483
-15300,6352,-2552,-1744,-1383,3313
-15184,5632,-2476,-1667,-1692,286
-15456,5948,-2652,406,-41,-11631
-15784,6604,-2616,378,2583,-3219
-15164,5648,-2408,-165,2228,459
-15392,5932,-2464,-308,56,-4432
-16508,6872,-2600,-2049,-2220,3497
-16092,6100,-2732,-3070,-2808,10659
-14824,5632,-2616,-694,-793,-139
-14392,6028,-2532,150,1526,791
-14916,5868,-2460,174,2530,3574
-16452,6068,-2632,1034,1630,-6564
-17020,6996,-2660,329,-388,-9077
-15232,6100,-2508,-1279,-888,981
-13884,5148,-2452,-700,-384,-1751
-14624,5800,-2364,-196,295,-2077
-16356,6764,-2632,-1157,694,8829
-16740,6220,-2568,-1248,-797,6332
-15728,6280,-2440,-731,-2294,-1434
-14640,6028,-2480,-1095,-1784,2240
-14512,5380,-2468,150,272,-1140
-15840,6112,-2740,2099,2550,-10254
-16476,6792,-2636,1013,2820,-2368
-15432,5884,-2476,-235,601,142
-15188,5836,-2448,-651,-1850,-3202
-15844,6496,-2604,-1749,-3104,3631
-15700,5968,-2636,-1793,-1828,9734
-15184,5756,-2516,414,283,792
-15012,6128,-2408,779,1294,755
-15376,6036,-2568,383,1057,2447
-16308,6172,-2568,825,-312,-6356
-16344,6720,-2688,613,-1127,-8371
-14932,5932,-2528,-115,-75,254
-14112,5276,-2260,487,702,-1112
-15116,6040,-2500,677,822,-965
-16828,6824,-2644,-757,-240,9029
-16392,6164,-2628,-773,-1916,5443
-14984,5964,-2540,17,-2070,-462
-14240,5764,-2488,147,-846,2155
-14800,5568,-2512,1083,568,-1308
-16248,6356,-2720,2133,1162,-9467
-16608,6848,-2648,687,18,-3204
-15296,5812,-2488,-364,-1543,189
-14728,5628,-2480,-148,-2035,-1944
-15360,6260,-2632,-235,-1117,3710
-15780,6060,-2648,232,1107,9421
-15652,5960,-2636,1709,1825,1767
-15300,6264,-2484,1313,648,420
-15400,6140,-2372,203,-1305,1460
-15988,6104,-2664,182,-3102,-5733
-15936,6504,-2700,419,-2845,-7870
-14916,5916,-2532,352,-545,79
-14604,5444,-2320,1100,775,-1138
-15596,6212,-2528,1318,1221,199
-16688,6716,-2548,374,824,8101
-15908,5976,-2540,734,311,4991
-14796,5848,-2376,1525,258,-417
-14376,5756,-2460,1053,-132,1550
-15324,5852,-2580,831,-1016,-1153
-16724,6560,-2740,807,-2688,-7885
-16396,6720,-2604,-580,-4021,-2468
-14700,5640,-2460,-639,-3165,612
-14232,5556,-2420,889,-389,-1596
-15316,6276,-2628,1709,2861,3731
-16180,6328,-2684,2296,4620,7134
-16080,6208,-2576,2663,2945,366
-14992,6024,-2556,615,-1215,2421
-14836,5664,-2452,-306,-3726,146
-15616,6128,-2604,-8,-4639,-6027
-16008,6576,-2676,-224,-3711,-2060
-15276,5876,-2556,13,-2254,905
-14916,5780,-2436,1171,-474,-1854
-15616,6288,-2420,1729,1384,579
-16044,6348,-2644,1814,2933,5444
-15500,5876,-2696,2936,3746,478
-15016,6032,-2424,2700,2658,-876
-14948,6008,-2460,1062,-208,2310
-15932,6064,-2488,-156,-3711,-290
-16656,6676,-2820,-943,-6490,-3710
-15808,6344,-2624,-1502,-6213,1547
-14204,5364,-2476,9,-2795,1174
-14276,5568,-2412,2322,1576,-2216
-15952,6404,-2684,3170,5086,2156
-16616,6372,-2672,3138,4714,673
-15804,6228,-2576,2366,1936,-2878
-14708,5932,-2412,538,-1029,1535
-14828,5636,-2520,-578,-3391,1819
-15940,6312,-2760,-552,-4399,-1571
-16380,6616,-2604,-1148,-4401,3119
-15292,5772,-2460,-658,-3427,2119
-14644,5680,-2396,873,-1017,-2405
-15140,6112,-2604,1827,2053,-428
-15744,6092,-2648,2755,4721,-197
-15940,6248,-2632,3113,4740,-4358
-15484,6216,-2552,1205,1811,44
-15272,5908,-2532,-780,-2169,2472
-15820,6160,-2616,-1675,-5261,-239
-15948,6412,-2804,-2058,-5029,3822
-15152,5776,-2512,-1003,-2497,3386
-14700,5704,-2348,640,102,-1615
-15384,6236,-2488,1343,2209,-808
-16184,6272,-2616,1532,2984,-863
-15988,6228,-2616,1878,3026,-5324
-15036,6144,-2564,964,2477,-1158
-14548,5648,-2452,-238,508,1837
-15604,6012,-2440,-1069,-2199,3
-16736,6684,-2820,-2320,-4505,2961
-15868,6128,-2660,-2700,-4714,4586
-14468,5492,-2444,-1069,-2223,-616
-14344,5692,-2436,489,1452,-931
-15492,6036,-2576,1493,4424,-199
-16516,6432,-2672,2012,4757,-4819
-16060,6464,-2612,473,2450,-1973
-14736,5700,-2348,-951,-77,829
-14784,5688,-2512,-1672,-2308,-656
-15912,6428,-2656,-2337,-3212,2073
-16360,6352,-2564,-2673,-3288,4489
-15412,6012,-2428,-1845,-2619,-151
-14696,5932,-2360,-1013,-443,-294
-15028,5872,-2560,8,2320,481
-15804,6148,-2700,1371,4746,-3765
-16044,6452,-2648,1276,5367,-2564
-15356,6012,-2500,-268,2928,674
-15180,5816,-2384,-1709,-1270,-1430
-15904,6392,-2624,-3229,-4453,306
-16012,6192,-2736,-3843,-4955,3346
-15272,5940,-2540,-2549,-2944,-385
-14740,5968,-2384,-1388,196,410
-15092,5936,-2516,-432,2865,1470
-16060,6220,-2708,530,4242,-2255
-16152,6524,-2712,440,4661,-1135
-15084,5868,-2516,-265,3830,1080
-14608,5640,-2400,-1022,1197,-1704
-15660,6240,-2564,-2462,-1964,-1219
-16472,6592,-2684,-3962,-4618,1262
-15916,6184,-2760,-3758,-5075,-2031
-14676,5864,-2528,-2720,-2317,-891
-14280,5644,-2460,-1373,1727,2108
-15348,5852,-2516,265,5096,314
-16444,6640,-2680,663,5923,407
-16012,6320,-2600,-374,4011,2832
-14804,5760,-2364,-1147,991,-784
-14800,5860,-2420,-2178,-1746,-2544
-15732,6236,-2712,-3073,-3002,-662
-16220,6340,-2744,-2873,-3394,-3869
-15524,6192,-2488,-2666,-2596,-2496
-14604,5792,-2444,-2273,-456,1537
-14960,5792,-2532,-1059,2134,1275
-15868,6344,-2788,-110,4445,2239
-15944,6240,-2676,-9,4911,4847
-15372,5860,-2436,-204,2829,659
-15160,6036,-2404,-1213,-280,-2106
-15680,6304,-2608,-2523,-2898,-1743
-15996,6276,-2600,-2546,-3582,-4797
-15472,6164,-2552,-2003,-2045,-4602
-14800,5792,-2548,-1703,72,228
-14948,5740,-2372,-1068,1690,1527
-16052,6380,-2504,-731,2345,2507
-16172,6476,-2728,-334,2783,3790
-15020,5932,-2464,-1026,209,737
-15576,6048,-2472,-1461,-1944,-4401
-16088,6448,-2584,-1679,-2526,-5885
-15468,6104,-2684,-1689,-1308,-2878
-14796,5748,-2356,-1078,132,-2720
-15072,5952,-2504,-1004,1103,848
-16056,6264,-2628,-1300,1300,5836
-16144,6268,-2656,-923,1069,4230
-15300,6012,-2568,-561,1215,3213
-14624,5668,-2404,-468,989,1928
-15196,5932,-2408,-248,211,-3552
-16296,6552,-2648,-567,-936,-5875
-16156,6320,-2688,-1329,-1576,-3830
-14964,5788,-2496,-1153,-986,-4004
-14620,5832,-2468,-1049,379,387
-15448,6052,-2492,-1066,1247,5200
-16280,6320,-2592,-701,1216,4602
-16136,6468,-2560,-687,450,3997
-15016,5856,-2508,-786,-144,3262
-14636,5656,-2416,-330,-461,-1604
-15388,6080,-2536,58,-382,-5720
-16104,6452,-2636,-146,68,-4469
-15704,6136,-2552,-364,11,-3951
-14960,5876,-2444,-630,-258,-2652
-15132,6060,-2540,-1198,-442,2450
-15836,6136,-2640,-1397,-374,5855
-15936,6216,-2660,-585,273,4056
-15288,6100,-2584,-151,866,3846
-14692,5688,-2448,83,684,1483
-15420,6020,-2584,260,-433,-4639
-16200,6448,-2648,-112,-1010,-4962
-15756,6076,-2620,-272,-700,-4209
-14888,5888,-2508,-115,-45,-3793
-14744,5836,-2404,-387,350,690
-15664,6120,-2452,-739,416,5195
-16320,6340,-2620,-579,-25,4686
-15840,6348,-2508,-411,-333,4025
-14684,5760,-2436,-147,-214,2967
-14616,5644,-2404,432,-108,-1775
-15588,6140,-2588,750,-64,-5534
-16308,6540,-2612,311,-259,-4427
-15688,6168,-2524,-78,-785,-3836
-14876,5912,-2512,-343,-956,-2121
-15060,5976,-2532,-657,-582,2842
-15680,6132,-2528,-444,188,5808
-16000,6320,-2636,423,997,4136
-15376,6104,-2524,507,812,3779
-14860,5832,-2372,477,-42,967
-15380,5964,-2448,492,-1183,-3998
-16120,6444,-2624,186,-1949,-5484
-15720,6220,-2656,-38,-1602,-3694
-14876,5892,-2532,177,-712,-3035
-14752,5928,-2424,271,212,184
-15584,6184,-2512,185,900,4848
-16240,6344,-2668,396,937,5262
-15776,6220,-2548,776,626,3437
-14832,5820,-2460,708,203,2469
-14760,5732,-2464,658,-623,-967
-15732,6164,-2628,636,-1610,-4994
-16312,6576,-2688,107,-2299,-4491
-15712,6208,-2600,-223,-2433,-2754
-14716,5840,-2416,428,306,1775
-15980,6192,-2700,1376,2539,4282
-16148,6420,-2592,1561,2356,3742
-15288,6028,-2380,1127,895,3247
-14808,5748,-2432,700,-1157,-558
-15348,6116,-2580,170,-2932,-3893
-16020,6380,-2692,-313,-3583,-3221
-15712,6168,-2544,-212,-3035,-2936
-15024,5972,-2476,258,-1710,-2065
-14912,5964,-2368,700,251,1700
-15632,6092,-2600,1294,2086,3928
-15948,6296,-2652,2072,3117,2665
-15260,6120,-2540,2136,3092,3067
-13876,5512,-2360,28,-2718,1901
-18988,9976,-4904,-6142,2770,4150
-14344,5772,-4996,-3182,-1703,-5369
-15876,4712,-3896,834,-3769,-1994
-15412,4740,-2900,-1779,993,220
-12788,5064,-2760,1942,-1853,7139
-15680,5536,-4884,3069,-1322,4162
-15020,5240,-3880,404,-8721,-4349
-13336,9056,-736,-2655,-1154,306
-15620,5896,1084,370,-3995,-141
-14816,7932,1612,1430,-3800,917
-13704,8292,1700,-6635,2440,-685
-14308,7456,3064,-3454,-465,-514
-13972,7748,3148,1126,-2116,-298
ax,ay,az,gx,gy,gz
-16736,5384,-2744,-2810,-2751,5363
-15356,3932,-2780,-2582,-3586,1130
-14576,4360,-2688,-753,-1893,-7870
-14988,4944,-2768,-1055,2033,4173
-15612,4260,-2840,-604,3477,4844
-17584,2444,-1384,-3275,-1993,-2766
-16312,3556,-2072,-1702,1296,-1700
-17336,4444,-1208,2546,534,936
-14500,4072,-3264,-4081,-1525,92
-15668,4316,-3228,-3229,1251,687
-16172,4448,-2784,-6893,1848,-356
-15308,4656,-1924,-5679,-388,-610
-15464,5112,-2484,-2392,1051,202
-17036,4252,-2536,-3568,-2620,461
-15140,4032,-2400,2385,-4568,-213
-14688,3496,-2108,-4219,1861,-1507
-15596,3360,-1928,2690,292,-610
-16516,1904,-1768,-337,629,-3110
-16620,2628,-1932,-1099,-680,-1414
-16020,2204,-1456,-1464,-116,-1930
-16508,1196,-1236,-492,-782,-1416
-15676,3532,-2248,-1453,-2678,-5703
-16244,5212,-2840,-819,-1897,-3944
-16252,5248,-3120,-2181,208,13308
-15468,3952,-2992,475,3956,5133
-15532,4984,-2928,1829,4477,-2672
-17396,5112,-3728,-11404,7277,9797
-20136,4580,-3712,-8184,4963,-15520
-19924,6864,-3804,-9021,5341,-12202
-15080,4112,-3096,-12924,2990,6642
-11560,2540,-2548,-11637,418,-7415
-13324,4320,-3032,-10878,891,-10409
-18316,5692,-3844,-13120,2125,6987
-15028,7628,-6264,-19563,18051,-14068
-10356,3468,-3244,-5129,4165,-597
-17436,-1760,-1176,-4934,-262,11164
-14824,1420,-3256,-17610,-1066,-3211
-14664,1008,-5088,-4280,3686,-9073
-15636,5048,-2776,-3591,4276,-10589
-16336,3828,-1624,-3695,-1705,-2828
-14044,2244,304,-29,-5894,-4012
-17112,1764,2640,-1507,-4137,379
-13416,2100,5460,-4462,-2969,274
-18504,1524,5920,2521,4095,-1921
-15992,1180,3908,2810,-1984,-6654
-17356,-248,4668,-3678,-3636,-539
-15148,972,8800,-394,-10146,1875
-11724,708,11856,-860,-5439,2235
-11800,216,12880,-75,-2203,-1148
-11340,-648,12308,-1114,2433,324
-12204,-300,11596,208,1877,659
-12416,728,11576,-473,-1734,222
-13040,-44,9884,-1114,3760,549
-13948,-540,10116,1236,2340,301
-14360,816,10304,-2217,-779,1584
-13608,-116,12344,2762,1316,-1890
-13752,1164,7552,-2734,-862,377
-15872,612,12936,6012,-12097,-5035
-11960,-1080,12028,-2821,-2569,163
-11248,280,11656,1109,-3516,-1324
-8700,-1200,12156,-684,-2273,-713
-11544,296,12580,-1299,8618,1770
-12616,1240,9472,-538,2668,1534
-12408,1220,10336,1751,-731,-1416
ax,ay,az,gx,gy,gz
-16644,4740,-3584,-19469,11213,-192
-13024,2472,-2140,-18544,5559,-8546
-15084,5224,-2504,-15874,1773,-4624
-16092,5140,-1908,-4862,1684,-2923
-18348,3368,-1028,-1538,922,-612
-15560,4844,-1436,840,1735,-1218
-15092,4016,-888,-7720,-179,1758
-13648,3608,-856,-592,-659,7
-16224,3920,-800,-1224,619,-812
-16220,2516,-744,-1904,-535,-1223
-16184,3500,-728,-1041,-743,-1463
-16380,3408,-556,-169,18,-2062
-16184,5088,-1728,970,890,-1524
-16500,5864,-1836,1481,1869,893
-15796,5104,-1684,1472,2572,9495
-15252,4760,-1660,1525,-15,-1107
-15592,5484,-1816,1061,-1595,-1546
-15996,5332,-1700,543,-2183,3127
-16436,5124,-1732,599,-3890,-6074
-16128,5700,-1608,703,-3643,-5311
-15204,5068,-1616,998,-1500,3373
-15176,4704,-1600,1907,-346,-1009
-16068,5536,-1804,2862,1387,-1404
-16352,5492,-1804,3464,3945,7219
-15796,4884,-1700,3854,2782,249
-15404,5344,-1688,3118,-124,-2291
-15608,5360,-1636,1852,-2477,4235
-16380,5108,-1816,1018,-5591,52
-16516,5696,-1924,911,-6807,-3515
-15300,5092,-1740,1580,-3441,4637
-14772,4556,-1676,3014,-970,-1102
-15708,5336,-1808,4096,1185,-4509
-16616,5604,-1876,4461,3303,2250
-16332,5132,-1764,4472,2190,-2548
-15584,5368,-1796,3801,-40,-4204
-15132,5196,-1696,2987,-1070,4541
-15716,4888,-1620,2556,-2728,4062
-16640,5704,-1880,2400,-4219,694
-16220,5520,-1804,2511,-3042,7473
-15120,4636,-1584,3177,-2358,2256
-15272,5080,-1784,3805,-2286,-5376
-15960,5548,-1928,3905,-1090,-1719
-16344,5236,-1792,4024,-1087,-3441
-16040,5396,-1796,3782,-2273,-6875
-15220,5256,-1716,3583,-1196,3070
-15376,4868,-1720,4144,-159,3826
-16256,5424,-1836,4857,418,613
-16136,5588,-1896,5221,1882,6712
-15448,4928,-1740,5213,685,2788
-15620,5208,-1648,4402,-2883,-3132
-16076,5604,-1780,3250,-5230,1463
-16344,5160,-1924,2752,-6481,1265
-16044,5400,-1904,3198,-6370,-3288
-15052,5188,-1752,4148,-2930,2372
-15060,4852,-1776,5412,353,1598
-16280,5276,-1848,6200,1266,-5150
-16524,5756,-1892,5883,1665,-387
-15712,5036,-1784,5496,541,-858
-15224,5068,-1680,4825,-1692,-3177
-15528,5284,-1756,4246,-2204,4210
-16336,5184,-1724,4294,-2104,6356
-16476,5560,-1852,4541,-2824,2002
-15432,5308,-1744,4594,-2086,5375
-15036,4724,-1576,4736,-2309,1349
-15804,5188,-1788,4452,-3918,-5873
-16448,5772,-1780,3939,-4149,-2042
-16060,5184,-1836,3805,-4035,-1363
-15484,5208,-1796,4175,-3467,-3825
-15232,5248,-1792,4808,-587,2020
-15720,5096,-1880,5731,2227,3659
-16328,5388,-1896,6326,2681,-1868
-15936,5544,-1824,5825,2013,1819
-15332,4952,-1656,4793,-508,2651
-15776,5212,-1796,3622,-4332,-1111
-16444,5660,-1972,2682,-5916,3100
-16012,5096,-1760,2789,-4925,4573
-15404,5124,-1852,3506,-3668,-779
-15104,5200,-1792,4100,-1271,776
-15816,5048,-1776,4563,187,-695
-16660,5368,-1768,4504,-663,-7062
-16160,5600,-1896,3952,-715,-2797
-15184,4936,-1748,3609,-695,444
-15180,5012,-1696,3563,-1074,-723
-16076,5608,-1756,3582,-326,4363
-16444,5356,-1784,3773,473,7338
-15964,5236,-1800,3840,-719,1329
-15232,5240,-1764,3421,-1654,1282
-15368,5020,-1744,2837,-2725,1091
-16228,5276,-1764,2354,-4531,-4840
-16424,5692,-1764,1949,-4579,-2935
-15084,5176,-1664,2600,-1514,867
-15772,5132,-1792,4012,3059,3487
-16468,5404,-1940,4433,3426,-990
-16200,5536,-1816,3861,2419,1549
-15344,5024,-1768,2800,-73,2550
-15520,5100,-1732,1641,-3562,-1388
-16200,5540,-1876,806,-5115,1161
-16212,5252,-1768,683,-4734,3175
-15652,5168,-1744,1142,-3822,-1377
-15144,5204,-1772,1871,-1053,216
-15504,5048,-1764,2675,1663,573
-16292,5300,-1864,3184,2623,-4594
-16168,5540,-1776,2844,3028,-1673
-15528,5056,-1780,2012,1684,665
-15504,5124,-1672,972,-1330,-987
-16116,5536,-1844,-85,-3241,3839
-16360,5304,-1772,-495,-3708,5277
-15712,5216,-1728,-124,-3240,669
-15076,5152,-1652,477,-1136,822
-15288,5044,-1728,1121,1090,367
-16152,5240,-1864,1553,1878,-4872
-16552,5656,-1844,1301,2066,-4871
-15756,5264,-1716,629,1757,-372
-15148,4816,-1652,-115,126,-604
-15596,5268,-1732,-798,-1477,479
-16336,5536,-1700,-1301,-1864,5571
-16348,5244,-1832,-1377,-2199,4239
-15492,5148,-1776,-1119,-1809,-3
-15176,5112,-1676,-716,-5,627
-15552,5120,-1780,-155,1621,-1679
-16236,5388,-1748,193,2462,-6060
-16132,5396,-1724,-125,3282,-1315
-15468,4960,-1724,-956,1591,-1094
-15504,5224,-1632,-1874,-795,-648
-16248,5552,-1828,-2811,-2252,4014
-16344,5256,-1864,-3155,-2947,4236
-15676,5220,-1772,-2737,-2374,71
-15076,5164,-1640,-2060,126,527
-15320,4980,-1644,-1238,2651,-10
-16208,5292,-1852,-709,3898,-4148
-16496,5620,-1836,-848,4425,-2646
-15716,5224,-1792,-1616,3446,715
-15188,4916,-1664,-2639,627,-839
-15620,5324,-1800,-3662,-1846,-595
-16468,5472,-1804,-4407,-3023,2408
-16164,5236,-1732,-4483,-3360,-352
